series_id,definition,definition_evidence_uri,source_semantics,frequency,reference_period_convention,timing_basis,stock_flow,unit_code,scale_multiplier,currency,valuation,nominal_real,price_base_year,seasonal_adjustment,transformation,hierarchy_role,parent_series_id,methodology_regime_id,comparability,availability_convention,proposal_evidence,source_cell,proposed_by,proposed_at,confidence,open_questions
exchange_rates:usd_prom:005b085ac773ce425557eb28,USD — COMPRA -- as published on USD Prom: Estudios Económicos — COTIZACION DEL DOLAR AMERICANO — Promedio Mensual,workbook:Anexo_Estadístico_del_Informe_Económico_13_08_2026.xlsx#USD Prom!r13c2,"Worksheet USD Prom, column path 'USD — USD — COMPRA'. Read from the published table; no derivation applied.",monthly,calendar month; period_start is the first day and period_end the last,period_average,flow,PYG_PER_USD,1,PYG/USD,market_value,nominal,,not_adjusted,level,standalone,,,comparable,Observed in the retained vintage only: last period 2026-07-31 against a publication date of 2026-08-13. No publication calendar has been recorded; see docs/ACQUISITION_RUNBOOK.md.,Worksheet title: 'Estudios Económicos — COTIZACION DEL DOLAR AMERICANO — Promedio Mensual'. Column label: 'USD — COMPRA'. Recorded index base: ''. Coverage 1989-01-31 to 2026-07-31 (451 periods). Unit and scale as parsed: PYG_PER_USD x 1.,exchange_rates/USD Prom!r13c2 (vintage economic_annex 25818cb75022083e13cab48e773038b4f4c82557fa6e307ec50b428eefd9f0ae),"claude-opus-5, drafted from published worksheet titles and column labels",2026-09-05,high,
economic_annex:cuadro_60a:79f546e26a5a68e81b061e92,USD 1/ -- as published on CUADRO 60a: Cuadro Nº 60a — Tipo de cambio nominal del guaraní,workbook:Anexo_Estadístico_del_Informe_Económico_13_08_2026.xlsx#CUADRO 60a!r11c5,"Worksheet CUADRO 60a, column path 'USD 1/'. Read from the published table; no derivation applied.",monthly,calendar month; period_start is the first day and period_end the last,period_average,flow,PYG_PER_USD,1,PYG/USD,market_value,nominal,,not_adjusted,level,standalone,,,break_documented,Observed in the retained vintage only: last period 2026-07-01 against a publication date of 2026-08-13. No publication calendar has been recorded; see docs/ACQUISITION_RUNBOOK.md.,Worksheet title: 'Cuadro Nº 60a — Tipo de cambio nominal del guaraní'. Column label: 'USD 1/'. Recorded index base: ''. Coverage 1997-01-01 to 2026-07-01 (355 periods). Unit and scale as parsed: PYG_PER_USD x 1.,economic_annex/CUADRO 60a!r11c5 (vintage economic_annex 25818cb75022083e13cab48e773038b4f4c82557fa6e307ec50b428eefd9f0ae),"claude-opus-5, drafted from published worksheet titles and column labels",2026-09-05,medium,"CUADRO 60a states no quotation basis (buying, selling or midpoint) and no timing basis in its title. period_average is inferred from the monthly frequency of a daily-quoted price and is NOT evidenced; confirm against the BCP methodological note before use."
economic_annex:cuadro_60a:9b265b8246f1c6383a14d886,Euro -- as published on CUADRO 60a: Cuadro Nº 60a — Tipo de cambio nominal del guaraní,workbook:Anexo_Estadístico_del_Informe_Económico_13_08_2026.xlsx#CUADRO 60a!r11c6,"Worksheet CUADRO 60a, column path 'Euro'. Read from the published table; no derivation applied.",monthly,calendar month; period_start is the first day and period_end the last,period_average,flow,PYG_PER_EUR,1,PYG/EUR,market_value,nominal,,not_adjusted,level,standalone,,,break_documented,Observed in the retained vintage only: last period 2026-07-01 against a publication date of 2026-08-13. No publication calendar has been recorded; see docs/ACQUISITION_RUNBOOK.md.,Worksheet title: 'Cuadro Nº 60a — Tipo de cambio nominal del guaraní'. Column label: 'Euro'. Recorded index base: ''. Coverage 1997-01-01 to 2026-07-01 (355 periods). Unit and scale as parsed: PYG_PER_EUR x 1.,economic_annex/CUADRO 60a!r11c6 (vintage economic_annex 25818cb75022083e13cab48e773038b4f4c82557fa6e307ec50b428eefd9f0ae),"claude-opus-5, drafted from published worksheet titles and column labels",2026-09-05,medium,Same unstated quotation and timing basis as the USD column of CUADRO 60a.
economic_annex:cuadro_60a:2758fed7ea57c524cd0fcb0c,Peso -- as published on CUADRO 60a: Cuadro Nº 60a — Tipo de cambio nominal del guaraní,workbook:Anexo_Estadístico_del_Informe_Económico_13_08_2026.xlsx#CUADRO 60a!r11c3,"Worksheet CUADRO 60a, column path 'Peso'. Read from the published table; no derivation applied.",monthly,calendar month; period_start is the first day and period_end the last,period_average,flow,PYG_PER_ARS,1,PYG/ARS,market_value,nominal,,not_adjusted,level,standalone,,,break_documented,Observed in the retained vintage only: last period 2026-07-01 against a publication date of 2026-08-13. No publication calendar has been recorded; see docs/ACQUISITION_RUNBOOK.md.,Worksheet title: 'Cuadro Nº 60a — Tipo de cambio nominal del guaraní'. Column label: 'Peso'. Recorded index base: ''. Coverage 1997-01-01 to 2026-07-01 (355 periods). Unit and scale as parsed: PYG_PER_ARS x 1.,economic_annex/CUADRO 60a!r11c3 (vintage economic_annex 25818cb75022083e13cab48e773038b4f4c82557fa6e307ec50b428eefd9f0ae),"claude-opus-5, drafted from published worksheet titles and column labels",2026-09-05,medium,Same unstated quotation and timing basis as the USD column of CUADRO 60a. The Argentine peso was redenominated within this sample; a level comparison across that break is not meaningful without a regime.
economic_annex:cuadro_60a:2442b69bab143106463ed144,Real -- as published on CUADRO 60a: Cuadro Nº 60a — Tipo de cambio nominal del guaraní,workbook:Anexo_Estadístico_del_Informe_Económico_13_08_2026.xlsx#CUADRO 60a!r11c4,"Worksheet CUADRO 60a, column path 'Real'. Read from the published table; no derivation applied.",monthly,calendar month; period_start is the first day and period_end the last,period_average,flow,PYG_PER_BRL,1,PYG/BRL,market_value,nominal,,not_adjusted,level,standalone,,,break_documented,Observed in the retained vintage only: last period 2026-07-01 against a publication date of 2026-08-13. No publication calendar has been recorded; see docs/ACQUISITION_RUNBOOK.md.,Worksheet title: 'Cuadro Nº 60a — Tipo de cambio nominal del guaraní'. Column label: 'Real'. Recorded index base: ''. Coverage 1997-01-01 to 2026-07-01 (355 periods). Unit and scale as parsed: PYG_PER_BRL x 1.,economic_annex/CUADRO 60a!r11c4 (vintage economic_annex 25818cb75022083e13cab48e773038b4f4c82557fa6e307ec50b428eefd9f0ae),"claude-opus-5, drafted from published worksheet titles and column labels",2026-09-05,medium,Same unstated quotation and timing basis as the USD column of CUADRO 60a.
economic_annex:cuadro_60c:5ce712fc868d221501a03e51,TCR USA -- as published on CUADRO 60c: Cuadro Nº 60c — Tipo de cambio real bilateral — (enero 1995 = 100),workbook:Anexo_Estadístico_del_Informe_Económico_13_08_2026.xlsx#CUADRO 60c!r11c5,"Worksheet CUADRO 60c, column path 'TCR USA'. Read from the published table; no derivation applied.",monthly,calendar month; period_start is the first day and period_end the last,period_average,flow,INDEX,1,not_applicable,not_applicable,real,1995,not_adjusted,index,standalone,,,comparable,Observed in the retained vintage only: last period 2026-06-01 against a publication date of 2026-08-13. No publication calendar has been recorded; see docs/ACQUISITION_RUNBOOK.md.,Worksheet title: 'Cuadro Nº 60c — Tipo de cambio real bilateral — (enero 1995 = 100)'. Column label: 'TCR USA'. Recorded index base: 'enero 1995 = 100'. Coverage 1995-01-01 to 2026-06-01 (378 periods). Unit and scale as parsed: INDEX x 1.,economic_annex/CUADRO 60c!r11c5 (vintage economic_annex 25818cb75022083e13cab48e773038b4f4c82557fa6e307ec50b428eefd9f0ae),"claude-opus-5, drafted from published worksheet titles and column labels",2026-09-05,high,
economic_annex:cuadro_60c:df5674f2dacbbc4d470c3175,TCR Br -- as published on CUADRO 60c: Cuadro Nº 60c — Tipo de cambio real bilateral — (enero 1995 = 100),workbook:Anexo_Estadístico_del_Informe_Económico_13_08_2026.xlsx#CUADRO 60c!r11c4,"Worksheet CUADRO 60c, column path 'TCR Br'. Read from the published table; no derivation applied.",monthly,calendar month; period_start is the first day and period_end the last,period_average,flow,INDEX,1,not_applicable,not_applicable,real,1995,not_adjusted,index,standalone,,,comparable,Observed in the retained vintage only: last period 2026-06-01 against a publication date of 2026-08-13. No publication calendar has been recorded; see docs/ACQUISITION_RUNBOOK.md.,Worksheet title: 'Cuadro Nº 60c — Tipo de cambio real bilateral — (enero 1995 = 100)'. Column label: 'TCR Br'. Recorded index base: 'enero 1995 = 100'. Coverage 1995-01-01 to 2026-06-01 (378 periods). Unit and scale as parsed: INDEX x 1.,economic_annex/CUADRO 60c!r11c4 (vintage economic_annex 25818cb75022083e13cab48e773038b4f4c82557fa6e307ec50b428eefd9f0ae),"claude-opus-5, drafted from published worksheet titles and column labels",2026-09-05,high,
economic_annex:cuadro_60c:8ec28511cf3e35f6d413c26f,TCR Arg -- as published on CUADRO 60c: Cuadro Nº 60c — Tipo de cambio real bilateral — (enero 1995 = 100),workbook:Anexo_Estadístico_del_Informe_Económico_13_08_2026.xlsx#CUADRO 60c!r11c3,"Worksheet CUADRO 60c, column path 'TCR Arg'. Read from the published table; no derivation applied.",monthly,calendar month; period_start is the first day and period_end the last,period_average,flow,INDEX,1,not_applicable,not_applicable,real,1995,not_adjusted,index,standalone,,,comparable,Observed in the retained vintage only: last period 2026-06-01 against a publication date of 2026-08-13. No publication calendar has been recorded; see docs/ACQUISITION_RUNBOOK.md.,Worksheet title: 'Cuadro Nº 60c — Tipo de cambio real bilateral — (enero 1995 = 100)'. Column label: 'TCR Arg'. Recorded index base: 'enero 1995 = 100'. Coverage 1995-01-01 to 2026-06-01 (378 periods). Unit and scale as parsed: INDEX x 1.,economic_annex/CUADRO 60c!r11c3 (vintage economic_annex 25818cb75022083e13cab48e773038b4f4c82557fa6e307ec50b428eefd9f0ae),"claude-opus-5, drafted from published worksheet titles and column labels",2026-09-05,high,
economic_annex:cuadro_60b:cda2955982d3c374c57fbb42,TCR -- as published on CUADRO 60b: Cuadro Nº 60b — Tipo de cambio real Multilateral - Indice de precios externos — (enero 1995 = 100),workbook:Anexo_Estadístico_del_Informe_Económico_13_08_2026.xlsx#CUADRO 60b!r11c8,"Worksheet CUADRO 60b, column path 'TCR'. Read from the published table; no derivation applied.",monthly,calendar month; period_start is the first day and period_end the last,period_average,flow,INDEX,1,not_applicable,not_applicable,real,1995,not_adjusted,index,standalone,,,comparable,Observed in the retained vintage only: last period 2026-06-01 against a publication date of 2026-08-13. No publication calendar has been recorded; see docs/ACQUISITION_RUNBOOK.md.,Worksheet title: 'Cuadro Nº 60b — Tipo de cambio real Multilateral - Indice de precios externos — (enero 1995 = 100)'. Column label: 'TCR'. Recorded index base: ''. Coverage 1995-01-01 to 2026-06-01 (378 periods). Unit and scale as parsed: INDEX x 1.,economic_annex/CUADRO 60b!r11c8 (vintage economic_annex 25818cb75022083e13cab48e773038b4f4c82557fa6e307ec50b428eefd9f0ae),"claude-opus-5, drafted from published worksheet titles and column labels",2026-09-05,high,
economic_annex:cuadro_60b:293a83a82f814b7fc49afadc,IPC -- as published on CUADRO 60b: Cuadro Nº 60b — Tipo de cambio real Multilateral - Indice de precios externos — (enero 1995 = 100),workbook:Anexo_Estadístico_del_Informe_Económico_13_08_2026.xlsx#CUADRO 60b!r11c7,"Worksheet CUADRO 60b, column path 'IPC'. Read from the published table; no derivation applied.",monthly,calendar month; period_start is the first day and period_end the last,period_average,flow,INDEX,1,not_applicable,not_applicable,nominal,,not_adjusted,index,standalone,,,break_documented,Observed in the retained vintage only: last period 2026-06-01 against a publication date of 2026-08-13. No publication calendar has been recorded; see docs/ACQUISITION_RUNBOOK.md.,Worksheet title: 'Cuadro Nº 60b — Tipo de cambio real Multilateral - Indice de precios externos — (enero 1995 = 100)'. Column label: 'IPC'. Recorded index base: ''. Coverage 1995-01-01 to 2026-06-01 (378 periods). Unit and scale as parsed: INDEX x 1.,economic_annex/CUADRO 60b!r11c7 (vintage economic_annex 25818cb75022083e13cab48e773038b4f4c82557fa6e307ec50b428eefd9f0ae),"claude-opus-5, drafted from published worksheet titles and column labels",2026-09-05,medium,"CUADRO 60b's IPC column is the domestic price index used to build the multilateral real exchange rate. Whether it is the same index as CUADRO 15's headline CPI, on the same base, is not stated on either sheet and must be confirmed before the two are used together."
economic_annex:cuadro_6:6929f799551947bd2eb72b88,PIB a precios de comprador -- as published on CUADRO 6: Cuadro Nº 6 — Producto interno bruto trimestral (incluye binacionales) — Por sectores económicos. — En millones de guaraníes constantes de 2014.,workbook:Anexo_Estadístico_del_Informe_Económico_13_08_2026.xlsx#CUADRO 6!r12c11,"Worksheet CUADRO 6, column path 'PIB a precios de comprador'. Read from the published table; no derivation applied.",quarterly,calendar quarter; period_start is the first day and period_end the last,period_total,flow,PYG,1000000,PYG,market_value,real,2014,not_adjusted,level,total,,,comparable,Observed in the retained vintage only: last period 2026-03-31 against a publication date of 2026-08-13. No publication calendar has been recorded; see docs/ACQUISITION_RUNBOOK.md.,Worksheet title: 'Cuadro Nº 6 — Producto interno bruto trimestral (incluye binacionales) — Por sectores económicos. — En millones de guaraníes constantes de 2014.'. Column label: 'PIB a precios de comprador'. Recorded index base: ''. Coverage 1994-03-31 to 2026-03-31 (129 periods). Unit and scale as parsed: PYG x 1e+06.,economic_annex/CUADRO 6!r12c11 (vintage economic_annex 25818cb75022083e13cab48e773038b4f4c82557fa6e307ec50b428eefd9f0ae),"claude-opus-5, drafted from published worksheet titles and column labels",2026-09-05,high,
economic_annex:cuadro_6a:6929f799551947bd2eb72b88,PIB a precios de comprador -- as published on CUADRO 6a: Cuadro Nº 6 a — Producto interno bruto trimestral (incluye binacionales) — Por sectores económicos. — En millones de guaraníes corrientes,workbook:Anexo_Estadístico_del_Informe_Económico_13_08_2026.xlsx#CUADRO 6a!r12c11,"Worksheet CUADRO 6a, column path 'PIB a precios de comprador'. Read from the published table; no derivation applied.",quarterly,calendar quarter; period_start is the first day and period_end the last,period_total,flow,PYG,1000000,PYG,market_value,nominal,,not_adjusted,level,total,,,comparable,Observed in the retained vintage only: last period 2026-03-31 against a publication date of 2026-08-13. No publication calendar has been recorded; see docs/ACQUISITION_RUNBOOK.md.,Worksheet title: 'Cuadro Nº 6 a — Producto interno bruto trimestral (incluye binacionales) — Por sectores económicos. — En millones de guaraníes corrientes'. Column label: 'PIB a precios de comprador'. Recorded index base: ''. Coverage 1994-03-31 to 2026-03-31 (129 periods). Unit and scale as parsed: PYG x 1e+06.,economic_annex/CUADRO 6a!r12c11 (vintage economic_annex 25818cb75022083e13cab48e773038b4f4c82557fa6e307ec50b428eefd9f0ae),"claude-opus-5, drafted from published worksheet titles and column labels",2026-09-05,high,
economic_annex:cuadro_7:123120bfea36bd004d09cff4,Formación bruta de capital fijo -- as published on CUADRO 7: Cuadro Nº 7 — Producto interno bruto trimestral (Incluye binacionales) — Por tipo de gasto. — En millones de guaraníes constantes de 2014.,workbook:Anexo_Estadístico_del_Informe_Económico_13_08_2026.xlsx#CUADRO 7!r12c5,"Worksheet CUADRO 7, column path 'Formación bruta de capital fijo'. Read from the published table; no derivation applied.",quarterly,calendar quarter; period_start is the first day and period_end the last,period_total,flow,PYG,1000000,PYG,market_value,real,2014,not_adjusted,level,component,economic_annex:cuadro_7:6929f799551947bd2eb72b88,,comparable,Observed in the retained vintage only: last period 2026-03-31 against a publication date of 2026-08-13. No publication calendar has been recorded; see docs/ACQUISITION_RUNBOOK.md.,Worksheet title: 'Cuadro Nº 7 — Producto interno bruto trimestral (Incluye binacionales) — Por tipo de gasto. — En millones de guaraníes constantes de 2014.'. Column label: 'Formación bruta de capital fijo'. Recorded index base: ''. Coverage 1994-03-31 to 2026-03-31 (129 periods). Unit and scale as parsed: PYG x 1e+06.,economic_annex/CUADRO 7!r12c5 (vintage economic_annex 25818cb75022083e13cab48e773038b4f4c82557fa6e307ec50b428eefd9f0ae),"claude-opus-5, drafted from published worksheet titles and column labels",2026-09-05,high,
economic_annex:cuadro_7a:123120bfea36bd004d09cff4,Formación bruta de capital fijo -- as published on CUADRO 7a: Cuadro Nº 7a — Producto interno bruto trimestral (Incluye binacionales) — Por tipo de gasto. — En millones de guaraníes corrientes.,workbook:Anexo_Estadístico_del_Informe_Económico_13_08_2026.xlsx#CUADRO 7a!r12c5,"Worksheet CUADRO 7a, column path 'Formación bruta de capital fijo'. Read from the published table; no derivation applied.",quarterly,calendar quarter; period_start is the first day and period_end the last,period_total,flow,PYG,1000000,PYG,market_value,nominal,,not_adjusted,level,component,economic_annex:cuadro_7a:6929f799551947bd2eb72b88,,comparable,Observed in the retained vintage only: last period 2026-03-31 against a publication date of 2026-08-13. No publication calendar has been recorded; see docs/ACQUISITION_RUNBOOK.md.,Worksheet title: 'Cuadro Nº 7a — Producto interno bruto trimestral (Incluye binacionales) — Por tipo de gasto. — En millones de guaraníes corrientes.'. Column label: 'Formación bruta de capital fijo'. Recorded index base: ''. Coverage 1994-03-31 to 2026-03-31 (129 periods). Unit and scale as parsed: PYG x 1e+06.,economic_annex/CUADRO 7a!r12c5 (vintage economic_annex 25818cb75022083e13cab48e773038b4f4c82557fa6e307ec50b428eefd9f0ae),"claude-opus-5, drafted from published worksheet titles and column labels",2026-09-05,high,
economic_annex:cuadro_1:0a012e9b809e605737c253e0,PIB a precios de comprador -- as published on CUADRO 1: Cuadro Nº 1 — Producto interno bruto a precios de comprador — Por sectores económicos — En millones de guaraníes constantes de 2014,workbook:Anexo_Estadístico_del_Informe_Económico_13_08_2026.xlsx#CUADRO 1!r32c2,"Worksheet CUADRO 1, column path 'PIB a precios de comprador'. Read from the published table; no derivation applied.",annual,calendar year; period_start is 1 January and period_end 31 December,period_total,flow,PYG,1000000,PYG,market_value,real,2014,not_adjusted,level,total,,,comparable,Observed in the retained vintage only: last period 2026-12-31 against a publication date of 2026-08-13. No publication calendar has been recorded; see docs/ACQUISITION_RUNBOOK.md.,Worksheet title: 'Cuadro Nº 1 — Producto interno bruto a precios de comprador — Por sectores económicos — En millones de guaraníes constantes de 2014'. Column label: 'PIB a precios de comprador'. Recorded index base: ''. Coverage 1991-12-31 to 2026-12-31 (36 periods). Unit and scale as parsed: PYG x 1e+06.,economic_annex/CUADRO 1!r32c2 (vintage economic_annex 25818cb75022083e13cab48e773038b4f4c82557fa6e307ec50b428eefd9f0ae),"claude-opus-5, drafted from published worksheet titles and column labels",2026-09-05,high,
economic_annex:cuadro_2:0a012e9b809e605737c253e0,PIB a precios de comprador -- as published on CUADRO 2: Cuadro Nº 2 — Producto interno bruto a precios de comprador — Por sectores económicos. — En millones de guaraníes corrientes.,workbook:Anexo_Estadístico_del_Informe_Económico_13_08_2026.xlsx#CUADRO 2!r32c2,"Worksheet CUADRO 2, column path 'PIB a precios de comprador'. Read from the published table; no derivation applied.",annual,calendar year; period_start is 1 January and period_end 31 December,period_total,flow,PYG,1000000,PYG,market_value,nominal,,not_adjusted,level,total,,,comparable,Observed in the retained vintage only: last period 2026-12-31 against a publication date of 2026-08-13. No publication calendar has been recorded; see docs/ACQUISITION_RUNBOOK.md.,Worksheet title: 'Cuadro Nº 2 — Producto interno bruto a precios de comprador — Por sectores económicos. — En millones de guaraníes corrientes.'. Column label: 'PIB a precios de comprador'. Recorded index base: ''. Coverage 1991-12-31 to 2026-12-31 (36 periods). Unit and scale as parsed: PYG x 1e+06.,economic_annex/CUADRO 2!r32c2 (vintage economic_annex 25818cb75022083e13cab48e773038b4f4c82557fa6e307ec50b428eefd9f0ae),"claude-opus-5, drafted from published worksheet titles and column labels",2026-09-05,high,
economic_annex:cuadro_56b:f51d08d7995561bfce2166eb,Saldo -- as published on CUADRO 56b: Cuadro Nº 56b — Reservas Internacionales Netas — En millones de dólares.,workbook:Anexo_Estadístico_del_Informe_Económico_13_08_2026.xlsx#CUADRO 56b!r11c7,"Worksheet CUADRO 56b, column path 'Saldo'. Read from the published table; no derivation applied.",monthly,calendar month; period_start is the first day and period_end the last,end_of_period,stock,USD,1000000,USD,market_value,nominal,,not_adjusted,level,total,,,break_documented,Observed in the retained vintage only: last period 2026-08-07 against a publication date of 2026-08-13. No publication calendar has been recorded; see docs/ACQUISITION_RUNBOOK.md.,Worksheet title: 'Cuadro Nº 56b — Reservas Internacionales Netas — En millones de dólares.'. Column label: 'Saldo'. Recorded index base: ''. Coverage 2009-01-01 to 2026-08-07 (212 periods). Unit and scale as parsed: USD x 1e+06.,economic_annex/CUADRO 56b!r11c7 (vintage economic_annex 25818cb75022083e13cab48e773038b4f4c82557fa6e307ec50b428eefd9f0ae),"claude-opus-5, drafted from published worksheet titles and column labels",2026-09-05,medium,"Aggregation caveat, measured rather than assumed: over the 212 months where all five CUADRO 56b series publish, Saldo equals the sum of Oro, Tenencia de DEG, Tramo de Reservas en el FMI and Otros Activos de Reserva to a mean absolute residual of 0.91 million USD, but two months differ by more than 0.01 and the worst by 124.05. The identity is therefore close but not exact, and it has not been declared in config/aggregate_identities.csv because the two exceptions are unexplained. Do not treat the components as summing to the total without checking those months."
economic_annex:cuadro_56b:bae9378089e23b7d3c68cd5b,Oro -- as published on CUADRO 56b: Cuadro Nº 56b — Reservas Internacionales Netas — En millones de dólares.,workbook:Anexo_Estadístico_del_Informe_Económico_13_08_2026.xlsx#CUADRO 56b!r11c3,"Worksheet CUADRO 56b, column path 'Oro'. Read from the published table; no derivation applied.",monthly,calendar month; period_start is the first day and period_end the last,end_of_period,stock,USD,1000000,USD,market_value,nominal,,not_adjusted,level,component,economic_annex:cuadro_56b:f51d08d7995561bfce2166eb,,break_documented,Observed in the retained vintage only: last period 2026-08-07 against a publication date of 2026-08-13. No publication calendar has been recorded; see docs/ACQUISITION_RUNBOOK.md.,Worksheet title: 'Cuadro Nº 56b — Reservas Internacionales Netas — En millones de dólares.'. Column label: 'Oro'. Recorded index base: ''. Coverage 2009-01-01 to 2026-08-07 (212 periods). Unit and scale as parsed: USD x 1e+06.,economic_annex/CUADRO 56b!r11c3 (vintage economic_annex 25818cb75022083e13cab48e773038b4f4c82557fa6e307ec50b428eefd9f0ae),"claude-opus-5, drafted from published worksheet titles and column labels",2026-09-05,medium,"Aggregation caveat, measured rather than assumed: over the 212 months where all five CUADRO 56b series publish, Saldo equals the sum of Oro, Tenencia de DEG, Tramo de Reservas en el FMI and Otros Activos de Reserva to a mean absolute residual of 0.91 million USD, but two months differ by more than 0.01 and the worst by 124.05. The identity is therefore close but not exact, and it has not been declared in config/aggregate_identities.csv because the two exceptions are unexplained. Do not treat the components as summing to the total without checking those months."
economic_annex:cuadro_56b:00e25b38d44af10fbb703cc3,Tenencia de DEG -- as published on CUADRO 56b: Cuadro Nº 56b — Reservas Internacionales Netas — En millones de dólares.,workbook:Anexo_Estadístico_del_Informe_Económico_13_08_2026.xlsx#CUADRO 56b!r11c4,"Worksheet CUADRO 56b, column path 'Tenencia de DEG'. Read from the published table; no derivation applied.",monthly,calendar month; period_start is the first day and period_end the last,end_of_period,stock,USD,1000000,USD,market_value,nominal,,not_adjusted,level,component,economic_annex:cuadro_56b:f51d08d7995561bfce2166eb,,break_documented,Observed in the retained vintage only: last period 2026-08-07 against a publication date of 2026-08-13. No publication calendar has been recorded; see docs/ACQUISITION_RUNBOOK.md.,Worksheet title: 'Cuadro Nº 56b — Reservas Internacionales Netas — En millones de dólares.'. Column label: 'Tenencia de DEG'. Recorded index base: ''. Coverage 2009-01-01 to 2026-08-07 (212 periods). Unit and scale as parsed: USD x 1e+06.,economic_annex/CUADRO 56b!r11c4 (vintage economic_annex 25818cb75022083e13cab48e773038b4f4c82557fa6e307ec50b428eefd9f0ae),"claude-opus-5, drafted from published worksheet titles and column labels",2026-09-05,medium,"Aggregation caveat, measured rather than assumed: over the 212 months where all five CUADRO 56b series publish, Saldo equals the sum of Oro, Tenencia de DEG, Tramo de Reservas en el FMI and Otros Activos de Reserva to a mean absolute residual of 0.91 million USD, but two months differ by more than 0.01 and the worst by 124.05. The identity is therefore close but not exact, and it has not been declared in config/aggregate_identities.csv because the two exceptions are unexplained. Do not treat the components as summing to the total without checking those months."
economic_annex:cuadro_56b:37cc68068897d07e131fd044,Tramo de Reservas en el FMI (DEG) -- as published on CUADRO 56b: Cuadro Nº 56b — Reservas Internacionales Netas — En millones de dólares.,workbook:Anexo_Estadístico_del_Informe_Económico_13_08_2026.xlsx#CUADRO 56b!r11c5,"Worksheet CUADRO 56b, column path 'Tramo de Reservas en el FMI (DEG)'. Read from the published table; no derivation applied.",monthly,calendar month; period_start is the first day and period_end the last,end_of_period,stock,USD,1000000,USD,market_value,nominal,,not_adjusted,level,component,economic_annex:cuadro_56b:f51d08d7995561bfce2166eb,,break_documented,Observed in the retained vintage only: last period 2026-08-07 against a publication date of 2026-08-13. No publication calendar has been recorded; see docs/ACQUISITION_RUNBOOK.md.,Worksheet title: 'Cuadro Nº 56b — Reservas Internacionales Netas — En millones de dólares.'. Column label: 'Tramo de Reservas en el FMI (DEG)'. Recorded index base: ''. Coverage 2009-01-01 to 2026-08-07 (212 periods). Unit and scale as parsed: USD x 1e+06.,economic_annex/CUADRO 56b!r11c5 (vintage economic_annex 25818cb75022083e13cab48e773038b4f4c82557fa6e307ec50b428eefd9f0ae),"claude-opus-5, drafted from published worksheet titles and column labels",2026-09-05,medium,"Aggregation caveat, measured rather than assumed: over the 212 months where all five CUADRO 56b series publish, Saldo equals the sum of Oro, Tenencia de DEG, Tramo de Reservas en el FMI and Otros Activos de Reserva to a mean absolute residual of 0.91 million USD, but two months differ by more than 0.01 and the worst by 124.05. The identity is therefore close but not exact, and it has not been declared in config/aggregate_identities.csv because the two exceptions are unexplained. Do not treat the components as summing to the total without checking those months."
economic_annex:cuadro_56b:25f9739c34c6d684ee12adf0,Otros Activos de Reserva 1/ -- as published on CUADRO 56b: Cuadro Nº 56b — Reservas Internacionales Netas — En millones de dólares.,workbook:Anexo_Estadístico_del_Informe_Económico_13_08_2026.xlsx#CUADRO 56b!r11c6,"Worksheet CUADRO 56b, column path 'Otros Activos de Reserva 1/'. Read from the published table; no derivation applied.",monthly,calendar month; period_start is the first day and period_end the last,end_of_period,stock,USD,1000000,USD,market_value,nominal,,not_adjusted,level,component,economic_annex:cuadro_56b:f51d08d7995561bfce2166eb,,break_documented,Observed in the retained vintage only: last period 2026-08-07 against a publication date of 2026-08-13. No publication calendar has been recorded; see docs/ACQUISITION_RUNBOOK.md.,Worksheet title: 'Cuadro Nº 56b — Reservas Internacionales Netas — En millones de dólares.'. Column label: 'Otros Activos de Reserva 1/'. Recorded index base: ''. Coverage 2009-01-01 to 2026-08-07 (212 periods). Unit and scale as parsed: USD x 1e+06.,economic_annex/CUADRO 56b!r11c6 (vintage economic_annex 25818cb75022083e13cab48e773038b4f4c82557fa6e307ec50b428eefd9f0ae),"claude-opus-5, drafted from published worksheet titles and column labels",2026-09-05,medium,"Aggregation caveat, measured rather than assumed: over the 212 months where all five CUADRO 56b series publish, Saldo equals the sum of Oro, Tenencia de DEG, Tramo de Reservas en el FMI and Otros Activos de Reserva to a mean absolute residual of 0.91 million USD, but two months differ by more than 0.01 and the worst by 124.05. The identity is therefore close but not exact, and it has not been declared in config/aggregate_identities.csv because the two exceptions are unexplained. Do not treat the components as summing to the total without checking those months."
