source_id,source_sheet,table_title,series_on_sheet,unit_codes,scales,frequencies,index_bases,sheet_kind,observations,first_period,last_period,stated_stock_flow,stated_nominal_real,stated_seasonal,stated_valuation,sample_labels,stock_flow,nominal_real,price_base_year,seasonal_adjustment,timing_basis,valuation,comparability,total_label,methodology_regime_id,reviewer_note,decision_status,component_labels
economic_annex,CUADRO 16 a,Cuadro Nº 16 a — Índice de precios al consumidor - Área Metropolitana de Asunción. — Carne Vacuna - Cortes — Año base Diciembre 2017 =100.,20,INDEX,units,monthly,base Diciembre 2017 =100,homogeneous,5752,1994-12-01,2026-07-01,0,0,0,0,Costilla 1° | Bola de Lomo | Carnaza 1° | Índice General | Carne Molida 2° | Puchero 1° | Costilla 2° | Puchero 2° | Peceto | Rabadilla | Paleta | Falda | Lomo | Colita Cuadril | Vacio | Carnaza 2° | Tapa Cuadril | Carne Vacuna | Carne Molida 1° | Carnaza Blanca,,,,,,,,,,,,
insurance_annex,1.7,Constitución de Provisiones Técnicas de Seguros,20,PYG,units,annual,,homogeneous,340,2009-06-30,2025-06-30,0,0,0,0,Constitución de Provisiones Técnicas de,,,,,,,,,,,,
insurance_annex,1.9,Prestaciones e Indemnizaciones Seguros de Vida,20,PYG,units,annual,,homogeneous,340,2009-06-30,2025-06-30,0,0,0,0,Prestaciones e Indemnizaciones Seguros d,,,,,,,,,,,,
insurance_annex,1.4,Desafectación de Provisiones Técnicas de Seguros (Guaraníes),20,PYG,units,annual,,homogeneous,340,2009-06-30,2025-06-30,0,0,0,0,Desafectación de Provisiones Técnicas de,,,,,,,,,,,,
economic_annex,CUADRO 5,Cuadro Nº 5 — Producto interno bruto por tipo de gasto — En millones de guaraníes corrientes,19,PYG,millions,annual,,homogeneous,672,1991-12-31,2026-12-31,0,0,0,0,Componentes | Formación Bruta de Capital Fijo | Formación Bruta de Capital | Consumo Público | Consumo Privado | Variación de Existencias | Producto Interno Bruto | Exportaciones de Bienes y Servicios | Importaciones de Bienes y Servicios | Consumo Total,,,,,,,,,,,,
economic_annex,CUADRO 9 a,INDICADOR MENSUAL DE LA ACTIVIDAD ECONÓMICA DEL PARAGUAY (IMAEP) — Índice base 2014 = 100.,18,INDEX,units,monthly,base 2014 = 100,homogeneous,2700,2014-01-01,2026-06-01,0,0,12,0,Manufactura — Tendencia Ciclo | Sector Secundario — Serie Original | Sector Secundario — Serie ajustada | Sector Primario — Serie ajustada | IMAEP — Tendencia Ciclo | Servicios — Serie Original | IMAEP sin Agri ni Bin — Serie ajustada | IMAEP sin Agri ni Bin — Tendencia Ciclo | Sector Primario — Ten,flow,real,2014,not_adjusted,period_total,not_applicable,comparable,IMAEP — Serie Original,,"WORKED EXAMPLE, not a decision. Pre-filled from the title 'Indice base 2014 = 100'. IMAEP sin Agri ni Bin is a second aggregate over a different scope, not a component of IMAEP, so it is not listed in component_labels. Set decision_status = 'accepted' once you agree.",,Sector Primario — Serie Original|Sector Secundario — Serie Original|Servicios — Serie Original
economic_annex,Cuadro 47,Cuadro Nº 47 — Exportaciones por principales productos. — En miles de dólares FOB.,18,USD,thousands,monthly,,homogeneous,5094,2003-01-01,2026-07-01,0,0,0,18,"Instrumentales médicos | Aluminio y sus manufacturas | Prendas y demás artículos textiles | Hilos, telas, tejidos y alfombras | Plásticos y sus manufacturas | Jabones y preparaciones para lavar | Medicamentos | Alcohol etílico | Total | Hilos y cables (Autopartes) | Alimentos para animales | Gelatin",,,,,,,,,,,,
insurance_annex,1.16,Recupero de Siniestros Directos (Guaraníes),18,PYG,units,annual,,homogeneous,306,2009-06-30,2025-06-30,0,0,0,0,Recupero de Siniestros Directos (Guaraní,,,,,,,,,,,,
economic_annex,Cuadro 44a,Cuadro Nº 44a — Exportaciones por principales productos. — En miles de dólares FOB.,17,USD,thousands,monthly,,homogeneous,6647,1994-01-01,2026-07-01,0,0,0,17,Materias Plásticas | Aceites de soja | Fibras de algodón | Prendas y demás artículos textiles | Harina de soja | Maderas | Energía Eléctrica | Arroz | Cueros | Carne | Trigo | Resto | Maíz | Granos de soja | Azúcar | Total | Hilos y cables (Autopartes),,,,,,,,,,,,
payments,SIPAP_09,Transferencias entre Clientes de Entidades Financieras por SPI por día — SPI liquida sólo PYG — Domingo — Martes — Miércoles — Jueves,16,PYG,units,monthly,,homogeneous,816,2022-05-31,2026-07-31,0,0,0,0,column_11 | column_8 | column_6 | column_10 | column_13 | column_5 | column_17 | column_14 | column_18 | column_12 | column_15 | column_3 | column_16 | column_4 | column_9 | column_7,,,,,,,,,,,,
insurance_annex,1.33,Gastos Técnicos de Explotación,15,PYG,units,annual,,homogeneous,255,2009-06-30,2025-06-30,0,0,0,0,Gastos Técnicos de Explotación — Manteni | Gastos Técnicos de Explotación — Persona | Gastos Técnicos de Explotación — Otros G | Gastos Técnicos de Explotación — Total G | Gastos Técnicos de Explotación — Honorar | Gastos Técnicos de Explotación — Remuner | Gastos Técnicos de Explotación — Depreci |,,,,,,,,,,,,
exchange_rates,EURO Prom,Estudios Económicos — COTIZACIÓN DEL EURO EN EL MERCADO FLUCTUANTE — Promedio mensual,14,PYG_PER_EUR,units,monthly,,homogeneous,590,2002-01-31,2025-12-31,0,0,0,0,EUR — COMPRA | EUR — VENTA,,,,,,,,,,,,
bcp_fx_daily,OpDivisas2025(DatosDiarios),Monto de Operaciones de Divisas del Banco Central del Paraguay (millones de USD) - Año 2025,12,USD,millions,daily,,homogeneous,40836,2013-01-02,2026-08-14,0,0,0,0,Sector Financiero — Compras Netas | Venta del BCP — Total | Compra del BCP — Sector Financiero | Compra del BCP — Total | Sector Financiero — Acumulado en el Año | Sector Público — Compras Netas | Compra del BCP — Sector Público | Sector Público + Sector Financiero — Com | Venta del BCP — Sector Púb,,,,,,,,,,,,
banking_indicators,1,CRÉDITOS — Personas con crédito y cantidad total de operaciones,12,COUNT,units,monthly,,homogeneous,1512,2016-01-01,2026-06-01,0,0,0,0,Cantidad de personas que poseen una líne | Cantidad de líneas de sobregiros sin uti | Cantidad de personas con crédito — Físic | Cantidad de operaciones — Total | Cantidad de operaciones — Jurídicas | Cantidad de operaciones — Físicas | Cantidad de personas con crédito — Total | Cantidad de personas,,,,,,,,,,,,
bcp_fx_daily,OpDivisas2023(DatosDiarios),Monto de Operaciones de Divisas del Banco Central del Paraguay (millones de USD) - Año 2023,12,USD,millions,daily,,homogeneous,40836,2013-01-02,2026-08-14,0,0,0,0,Compra del BCP — Total | Compra del BCP — Sector Financiero | Sector Público — Compras Netas | Venta del BCP — Total | Sector Financiero — Compras Netas | Sector Financiero — Acumulado en el Año | Sector Público + Sector Financiero — Com | Compra del BCP — Sector Público | Sector Público — Acumulado,,,,,,,,,,,,
bcp_fx_daily,OpDivisas2018(DatosDiarios),Monto de Operaciones de Divisas del Banco Central del Paraguay (millones de USD) - Año 2018,12,USD,millions,daily,,homogeneous,40836,2013-01-02,2026-08-14,0,0,0,0,Sector Público — Acumulado en el Año | Venta del BCP — Sector Público | Sector Público + Sector Financiero — Acu | Compra del BCP — Total | Venta del BCP — Sector Financiero | Compra del BCP — Sector Público | Sector Público + Sector Financiero — Com | Sector Financiero — Acumulado en el Año | Secto,,,,,,,,,,,,
bcp_fx_daily,OpDivisas2026(DatosDiarios),Monto de Operaciones de Divisas del Banco Central del Paraguay (millones de USD) - Año 2026,12,USD,millions,daily,,homogeneous,40836,2013-01-02,2026-08-14,0,0,0,0,Sector Financiero — Acumulado en el Año | Compra del BCP — Total | Compra del BCP — Sector Financiero | Venta del BCP — Total | Sector Financiero — Compras Netas | Sector Público — Acumulado en el Año | Sector Público — Compras Netas | Venta del BCP — Sector Financiero | Sector Público + Sector Fina,,,,,,,,,,,,
bcp_fx_daily,OpDivisas2013(DatosDiarios),Monto de Operaciones de Divisas del Banco Central del Paraguay (millones de USD) - Año 2013,12,USD,millions,daily,,homogeneous,40836,2013-01-02,2026-08-14,0,0,0,0,Sector Financiero — Acumulado en el Año | Sector Público — Compras Netas | Sector Financiero — Compras Netas | Venta del BCP — Total | Compra del BCP — Sector Financiero | Compra del BCP — Sector Público | Sector Público + Sector Financiero — Com | Compra del BCP — Total | Sector Público + Sector Fi,,,,,,,,,,,,
insurance_annex,2.2,Pasivos,12,PYG,units,annual,,homogeneous,204,2009-06-30,2025-06-30,0,0,0,0,Pasivos — Deudas por coaseguros | Pasivos — Provisiones Técnicas de sinies | Pasivos — Deudas Financieras | Pasivos — Deudas por reaseguros local | Pasivos — Provisiones Técnicas de seguro | Pasivos — Deudas con intermediarios | Pasivos — Otras deudas Técnicas | Pasivos — Deudas por reaseguros exter,,,,,,,,,,,,
bcp_fx_daily,OpDivisas2021(DatosDiarios),Monto de Operaciones de Divisas del Banco Central del Paraguay (millones de USD) - Año 2021,12,USD,millions,daily,,homogeneous,40836,2013-01-02,2026-08-14,0,0,0,0,Sector Financiero — Acumulado en el Año | Sector Público — Compras Netas | Sector Financiero — Compras Netas | Venta del BCP — Total | Compra del BCP — Sector Financiero | Sector Público + Sector Financiero — Com | Compra del BCP — Sector Público | Compra del BCP — Total | Sector Público + Sector Fi,,,,,,,,,,,,
bcp_fx_daily,OpDivisas2019(DatosDiarios),Monto de Operaciones de Divisas del Banco Central del Paraguay (millones de USD) - Año 2019,12,USD,millions,daily,,homogeneous,40836,2013-01-02,2026-08-14,0,0,0,0,Sector Público + Sector Financiero — Acu | Venta del BCP — Sector Público | Venta del BCP — Sector Financiero | Sector Público + Sector Financiero — Com | Compra del BCP — Sector Público | Sector Público — Compras Netas | Sector Público — Acumulado en el Año | Compra del BCP — Sector Financiero | Co,,,,,,,,,,,,
bcp_fx_daily,OpDivisas2015(DatosDiarios),Monto de Operaciones de Divisas del Banco Central del Paraguay (millones de USD) - Año 2015,12,USD,millions,daily,,homogeneous,40836,2013-01-02,2026-08-14,0,0,0,0,Venta del BCP — Sector Financiero | Compra del BCP — Sector Público | Sector Público + Sector Financiero — Com | Sector Público — Acumulado en el Año | Sector Financiero — Compras Netas | Venta del BCP — Total | Sector Público + Sector Financiero — Acu | Venta del BCP — Sector Público | Sector Públi,,,,,,,,,,,,
bcp_fx_daily,OpDivisas2016(DatosDiarios),Monto de Operaciones de Divisas del Banco Central del Paraguay (millones de USD) - Año 2016,12,USD,millions,daily,,homogeneous,40836,2013-01-02,2026-08-14,0,0,0,0,Venta del BCP — Total | Sector Financiero — Compras Netas | Compra del BCP — Sector Financiero | Compra del BCP — Total | Sector Financiero — Acumulado en el Año | Sector Público — Compras Netas | Compra del BCP — Sector Público | Sector Público + Sector Financiero — Com | Venta del BCP — Sector Púb,,,,,,,,,,,,
bcp_fx_daily,OpDivisas2024(DatosDiarios),Monto de Operaciones de Divisas del Banco Central del Paraguay (millones de USD) - Año 2024,12,USD,millions,daily,,homogeneous,40836,2013-01-02,2026-08-14,0,0,0,0,Sector Público — Acumulado en el Año | Sector Público + Sector Financiero — Com | Compra del BCP — Sector Público | Venta del BCP — Sector Financiero | Sector Financiero — Acumulado en el Año | Venta del BCP — Sector Público | Sector Público + Sector Financiero — Acu | Compra del BCP — Total | Compr,,,,,,,,,,,,
economic_annex,CUADRO 25,Cuadro N° 25 — Créditos y depósitos del sector privado y público en bancos y financieras — Tasas de variación en porcentaje. *,12,PERCENT,units,monthly,,homogeneous,4248,1997-01-01,2026-06-30,0,0,0,0,Depósitos del sector privado público en  | Créditos de bancos y financieras al sect,,,,,,,,,,,,
bcp_fx_daily,OpDivisas2020(DatosDiarios),Monto de Operaciones de Divisas del Banco Central del Paraguay (millones de USD) - Año 2020,12,USD,millions,daily,,homogeneous,40836,2013-01-02,2026-08-14,0,0,0,0,Compra del BCP — Total | Sector Financiero — Acumulado en el Año | Venta del BCP — Total | Sector Financiero — Compras Netas | Sector Público — Compras Netas | Compra del BCP — Sector Financiero | Sector Público — Acumulado en el Año | Venta del BCP — Sector Público | Sector Público + Sector Financi,,,,,,,,,,,,
bcp_fx_daily,OpDivisas2022(DatosDiarios),Monto de Operaciones de Divisas del Banco Central del Paraguay (millones de USD) - Año 2022,12,USD,millions,daily,,homogeneous,40836,2013-01-02,2026-08-14,0,0,0,0,Compra del BCP — Sector Financiero | Sector Público — Compras Netas | Venta del BCP — Total | Sector Financiero — Compras Netas | Sector Financiero — Acumulado en el Año | Venta del BCP — Sector Financiero | Compra del BCP — Total | Venta del BCP — Sector Público | Sector Público + Sector Financiero,,,,,,,,,,,,
bcp_fx_daily,OpDivisas2014(DatosDiarios),Monto de Operaciones de Divisas del Banco Central del Paraguay (millones de USD) - Año 2014,12,USD,millions,daily,,homogeneous,40836,2013-01-02,2026-08-14,0,0,0,0,Compra del BCP — Total | Sector Financiero — Acumulado en el Año | Venta del BCP — Total | Sector Financiero — Compras Netas | Sector Público — Compras Netas | Compra del BCP — Sector Financiero | Sector Público — Acumulado en el Año | Venta del BCP — Sector Público | Sector Público + Sector Financi,,,,,,,,,,,,
bcp_fx_daily,OpDivisas2017(DatosDiarios),Monto de Operaciones de Divisas del Banco Central del Paraguay (millones de USD) - Año 2017,12,USD,millions,daily,,homogeneous,40836,2013-01-02,2026-08-14,0,0,0,0,Venta del BCP — Sector Financiero | Venta del BCP — Sector Público | Sector Público + Sector Financiero — Acu | Sector Público — Acumulado en el Año | Compra del BCP — Sector Público | Sector Público + Sector Financiero — Com | Compra del BCP — Sector Financiero | Sector Público — Compras Netas | Se,,,,,,,,,,,,
economic_annex,CUADRO 16,Cuadro Nº 16 — Índice de precios al consumidor - Área Metropolitana de Asunción. — Principales grupos dentro de cada agrupación. — Año base Diciembre 2017 = 100.,11,INDEX,units,monthly,base Diciembre 2017 = 100,homogeneous,4180,1994-12-01,2026-07-01,0,0,0,0,Alimentación — Productos lácteos | Vestido — Confección de ropas | Alimentación — Vegetales Frescos | Alimentación — Cereales y derivados | Alimentación — Carnes | Vestido — Prendas de vestir p/ damas | Vivienda — Servicios básicos y combustib | Alimentación — Frutas Frescas | Vivienda — Alquiler y,,,,,,,,,,,,
economic_annex,CUADRO 22,"Cuadro N° 22 — Agregados monetarios. — Tasas de variación, (%).",10,PERCENT,units,monthly,,homogeneous,3660,1996-01-01,2026-06-30,0,0,0,0,M2 — Billetes y monedas en circulación — | M0 — Billetes y monedas en circulación — | BM — Base monetaria — Variación — Mensua | M1 — Billetes y monedas en circulación — | M3 — Billetes y monedas en circulación — | BM — Base monetaria — Variación — Intera,,,,,,,,,,,,
economic_annex,Cuadro 54,Cuadro Nº 54 — Importaciones por regímenes aduaneros — En miles de dólares FOB.,10,USD,thousands,monthly,,homogeneous,2830,2003-01-01,2026-07-01,0,0,0,10,Reimportación | Zonas Francas sin Regimen de Turismo | Total | Remesa Expresa | Zonas Francas Total*** | Régimen General** | Régimen de Turismo | Maquila con Transformación | Maquila sin Transformación | Leasing,,,,,,,,,,,,
insurance_annex,2.1,Activos,10,PYG,units,annual,,homogeneous,170,2009-06-30,2025-06-30,0,0,0,0,Activos — Créditos administrativos | Activos — Activos diferidos | Activos — Bienes y derechos recibidos en | Activos — Total Activos | Activos — Disponibilidades | Activos — Bienes de uso | Activos — Gastos Pagados por adelantado | Activos — Créditos Técnicos Vencidos | Activos — Inversiones | Acti,,,,,,,,,,,,
economic_annex,CUADRO 6 (Cont.),Cuadro Nº 6 (Continuación) — Producto interno bruto trimestral (Incluye binacionales) — Por sectores económicos. — Variación interanual constantes (%),9,PERCENT,units,quarterly,,homogeneous,1125,1995-03-31,2026-03-31,0,0,0,0,"Servicios | Ganadería forestal, pesca y minería | Agricultura | Electricidad y agua | Manufactura | PIB a precios de comprador | Impuestos a los productos | Valor agregado bruto a precios básicos | Construcción",,,,,,,,,,,,
economic_annex,CUADRO 6a (Cont.),Cuadro Nº 6a (Continuación) — Producto interno bruto trimestral (Incluye binacionales) — Por sectores económicos. — Variación interanual corrientes (%),9,PERCENT,units,quarterly,,homogeneous,1125,1995-03-31,2026-03-31,0,0,0,0,"Manufactura | PIB a precios de comprador | Impuestos a los productos | Valor agregado bruto a precios básicos | Electricidad y agua | Agricultura | Construcción | Ganadería forestal, pesca y minería | Servicios",,,,,,,,,,,,
economic_annex,CUADRO 6a,Cuadro Nº 6 a — Producto interno bruto trimestral (incluye binacionales) — Por sectores económicos. — En millones de guaraníes corrientes,9,PYG,millions,quarterly,,homogeneous,1161,1994-03-31,2026-03-31,0,0,0,0,"Electricidad y agua | Agricultura | Servicios | Ganadería forestal, pesca y minería | Impuestos a los productos | Valor agregado bruto a precios básicos | Construcción | Manufactura | PIB a precios de comprador",,,,,,,,,,,,
economic_annex,CUADRO 6,Cuadro Nº 6 — Producto interno bruto trimestral (incluye binacionales) — Por sectores económicos. — En millones de guaraníes constantes de 2014.,9,PYG,millions,quarterly,,homogeneous,1161,1994-03-31,2026-03-31,0,9,0,0,"Construcción | PIB a precios de comprador | Manufactura | Ganadería forestal, pesca y minería | Valor agregado bruto a precios básicos | Impuestos a los productos | Servicios | Electricidad y agua | Agricultura",,,,,,,,,,,,
economic_annex,CUADRO 32 A,Cuadro N° 32 A — Instrumentos Bursátiles-Documentos en Custodia — Total Guaraníes (MN+ME),8,PYG,units,monthly,,homogeneous,1140,2013-01-01,2026-06-01,0,0,0,0,Acciones | Bono | Fond.Invers. | Total General | Títulos de Crédito | Bono Financiero | Bono Subordinado | BBCP,,,,,,,,,,,,
insurance_annex,1.34,Constitución de Previsiones,8,PYG,units,annual,,homogeneous,136,2009-06-30,2025-06-30,0,0,0,0,Constitución de Previsiones — Bienes y d | Constitución de Previsiones — Creditos a | Constitución de Previsiones — Anticipo d | Constitución de Previsiones — Total Cons | Constitución de Previsiones — Deudores p | Constitución de Previsiones — Comisiones,,,,,,,,,,,,
economic_annex,CUADRO 10 a,Cuadro Nº 10 a — Estimador Cifras de Negocios (ECN) — Índice Real Subramas Comerciales y Servicios de Telefonía Móvil — Base 2014=100,8,INDEX,units,monthly,Base 2014=100,homogeneous,2448,2001-01-01,2026-06-01,0,0,0,0,"Grandes tiendas, prendas de vestir | Productos químico-farmacéuticos | Venta y mantenimiento de vehículos | Materiales de construcción | Servicios de telefonía móvil | Venta de combustibles | Hiper, supermercados, distribuidoras y o | Equipamientos del hogar",,,,,,,,,,,,
insurance_annex,1.27,Desafectación de previsiones (Guaraníes),8,PYG,units,annual,,homogeneous,136,2009-06-30,2025-06-30,0,0,0,0,Desafectación de previsiones (Guaraníes),,,,,,,,,,,,
economic_annex,Cuadro 43,Cuadro Nº 43 — Balanza de Bienes — En miles de dólares FOB.,8,USD,thousands,monthly,,homogeneous,3128,1994-01-01,2026-07-01,1,0,0,8,Importaciones totales | Saldo | Importaciones registradas | Exportaciones totales | Exportaciones registradas | Otros | Reexportaciones,,,,,,,,,,,,
payments,SIPAP_13,Tipo de Alias registrados — 2023/01 — 2023/02 — 2023/03 — 2023/04 — 2023/05,7,UNRESOLVED_SOURCE_UNITS,units,monthly,,homogeneous,220,2023-08-31,2026-07-31,0,0,0,0,CRC | Mobile phone | RUC | CRP | Alias Registrados (*) | CI | E-mail address,,,,,,,,,,,,
economic_annex,CUADRO 7a (Cont.),Cuadro Nº 7a (Continuación) — Producto interno bruto trimestral (Incluye binacionales) — Por tipo de gasto. — Variación interanual corrientes (%),7,PERCENT,units,quarterly,,homogeneous,875,1995-03-31,2026-03-31,0,0,0,0,PIB a precios de comprador | Exportaciones | Formación bruta de capital fijo | Variación de existencias | Consumo Público | Importaciones | Consumo Privado,,,,,,,,,,,,
economic_annex,CUADRO 7 (Cont.),Cuadro Nº 7 (Continuación) — Producto interno bruto trimestral (Incluye binacionales) — Por tipo de gasto. — Variación interanual constantes (%),7,PERCENT,units,quarterly,,homogeneous,875,1995-03-31,2026-03-31,0,0,0,0,Variación de existencias | Consumo Público | Importaciones | Consumo Privado | PIB a precios de comprador | Exportaciones | Formación bruta de capital fijo,,,,,,,,,,,,
economic_annex,CUADRO 29,Cuadro N° 29 — Panorama Monetario - Pasivos 1/ — En millones de guaraníes.,7,PYG,millions,monthly,,homogeneous,2646,1995-01-01,2026-06-30,0,0,0,0,M1 | Billetes y Monedas en Poder del Público | M2 | Billetes y Monedas en Circulación - M0 | Depósitos en Cuenta Corriente | Cuasidinero 2/ | Efectivo en Bancos y Financieras,,,,,,,,,,,,
economic_annex,CUADRO 7,Cuadro Nº 7 — Producto interno bruto trimestral (Incluye binacionales) — Por tipo de gasto. — En millones de guaraníes constantes de 2014.,7,PYG,millions,quarterly,,homogeneous,903,1994-03-31,2026-03-31,0,7,0,0,Consumo Privado | Importaciones | Consumo Público | Variación de existencias | PIB a precios de comprador | Exportaciones | Formación bruta de capital fijo,,,,,,,,,,,,
economic_annex,CUADRO 7a,Cuadro Nº 7a — Producto interno bruto trimestral (Incluye binacionales) — Por tipo de gasto. — En millones de guaraníes corrientes.,7,PYG,millions,quarterly,,homogeneous,903,1994-03-31,2026-03-31,0,0,0,0,Exportaciones | PIB a precios de comprador | Formación bruta de capital fijo | Consumo Público | Consumo Privado | Importaciones | Variación de existencias,,,,,,,,,,,,
economic_annex,CUADRO 28,Cuadro N° 28 — Panorama Monetario - Activos 1/ — En millones de guaraníes.,7,PYG,millions,monthly,,homogeneous,2646,1995-01-01,2026-06-30,0,0,0,0,Activos Internos Netos (AIN) — Crédito - | Activos Internos Netos (AIN) — Crédito N | Total Activos — Total AIN | Activos Externos Netos (AEN) | Activos Internos Netos (AIN) — Total AIN,,,,,,,,,,,,
insurance_annex,1.36,Gastos de inversiones,7,PYG,units,annual,,homogeneous,119,2009-06-30,2025-06-30,0,0,0,0,Gastos de inversiones — Total Gastos de  | Gastos de inversiones — Titulo valores r | Gastos de inversiones — Préstamos | Gastos de inversiones — Perdida por fluc | Gastos de inversiones — Inversiones inmo | Gastos de inversiones — Gastos Financier | Gastos de inversiones — Titulos valores,,,,,,,,,,,,
economic_annex,CUADRO 34,Cuadro N° 34 — Principales indicadores de las empresas financieras. — En porcentaje.,7,PERCENT,units,monthly,,homogeneous,1746,2002-01-01,2026-05-01,0,0,0,0,Morosidad 1/ | Solvencia 2/ | Eficiencia 4/ | Liquidez 5/ | Rentabilidad 3/ | Intermediación 6/ | Gtos. Adm./M.Operativo,,,,,,,,,,,,
economic_annex,Cuadro 48,Cuadro Nº 48 — Exportaciones por regímenes aduaneros — En miles de dólares FOB.,6,USD,thousands,monthly,,homogeneous,1697,2003-01-01,2026-07-01,0,0,0,6,Total | Zonas Francas | Maquila | Courrier | Régimen General** | Leasing,,,,,,,,,,,,
insurance_annex,1.35,Ingresos de inversiones,6,PYG,units,annual,,homogeneous,102,2009-06-30,2025-06-30,0,0,0,0,Ingresos de inversiones — Inversiones in | Ingresos de inversiones — Total ingresos | Ingresos de inversiones — Titulos valore | Ingresos de inversiones — Ganancia por f | Ingresos de inversiones — Titulo valores | Ingresos de inversiones — Préstamos,,,,,,,,,,,,
insurance_annex,2.3,Patrimonio Neto,6,PYG,units,annual,,homogeneous,102,2009-06-30,2025-06-30,0,0,0,0,Patrimonio Neto — Capital social | Patrimonio Neto — Reservas | Patrimonio Neto — Resultados Acumulados | Patrimonio Neto — Total Patrimonio Neto | Patrimonio Neto — Cuentas pendientes por | Patrimonio Neto — Resultado del ejercici,,,,,,,,,,,,
banking_indicators,6,DEPÓSITOS — Cantidad de cuentas por tipo de depósito,6,UNRESOLVED_SOURCE_UNITS,units,monthly,,homogeneous,756,2016-01-01,2026-06-01,0,0,0,0,A la vista | Total (*) | Ahorro programado | A plazo - CDA | Cuentas básicas de ahorro | Cuentas corrientes,,,,,,,,,,,,
payments,CCC 01,Cheques Compensados - (Cámara Compensadora de Cheques - BANCARD) PYG — Cheques Compensados en 1era. Sesión — Cheques Rechazados en 2da. Sesión — Compensaciones Netas Mensuales — Total País - PYG,6,PYG,units,monthly,,homogeneous,918,2013-11-30,2026-07-31,0,0,0,0,Transacciones | Monto,,,,,,,,,,,,
economic_annex,CUADRO 33,Cuadro N° 33 — Principales indicadores del sistema bancario nacional. — En porcentaje. — Morosidad 1/ — Solvencia 2/ — Rentabilidad 3/,6,PERCENT,units,monthly,,homogeneous,1854,1999-01-01,2026-05-01,0,0,0,0,0.4232 — 0.372 — 0.3682 — 0.3378 — 0.413 | 0.2099 — 0.232 — 0.4582 — 0.3264 — 0.159 | 0.3639 — 0.3712 — 0.5612 — 0.3175 — 0.23 | 0.14 — 0.1308 — 0.1297 — 0.1593 — 0.1838 | 0.824926430188963 — 0.88636725430868 — 0,,,,,,,,,,,,
economic_annex,CUADRO 60b,Cuadro Nº 60b — Tipo de cambio real Multilateral - Indice de precios externos — (enero 1995 = 100),6,INDEX,units,monthly,,homogeneous,2268,1995-01-01,2026-06-01,0,0,0,0,Índice IPE | TCN | IPC | TCN_SSCC | IPP_SSCC | TCR,,,,,,,,,,,,
economic_annex,CUADRO 13,Cuadro Nº 13 — Índice nominal de tarifas y precios. — Base Diciembre de 2017=100 — Serie empalmada,5,INDEX,units,monthly,Base Diciembre de 2017=100,homogeneous,2217,1988-01-01,2026-07-01,0,0,0,0,Servicios básicos — Electricidad | Gasoil — Teléfono | Servicios básicos — Teléfono | Servicios básicos — Agua | Pasaje — Teléfono,,,,,,,,,,,,
economic_annex,CUADRO 56b,Cuadro Nº 56b — Reservas Internacionales Netas — En millones de dólares.,5,USD,millions,monthly,,homogeneous,1060,2009-01-01,2026-08-07,1,0,0,0,Tenencia de DEG | Oro | Otros Activos de Reserva 1/ | Tramo de Reservas en el FMI (DEG) | Saldo,,,,,,,,,,,,
insurance_annex,1.38,Perdidas Extraordinarias,5,PYG,units,annual,,homogeneous,85,2009-06-30,2025-06-30,0,0,0,0,Perdidas Extraordinarias — Resultado por | Perdidas Extraordinarias — Intangibles | Perdidas Extraordinarias — Perdida por v | Perdidas Extraordinarias — Cesión de car | Perdidas Extraordinarias — Total Perdida,,,,,,,,,,,,
economic_annex,CUADRO 60c,Cuadro Nº 60c — Tipo de cambio real bilateral — (enero 1995 = 100),5,INDEX,units,monthly,enero 1995 = 100,homogeneous,1890,1995-01-01,2026-06-01,0,0,0,0,TCR USA | TCR Br | TCR Arg | TCN | IPC,,,,,,,,,,,,
economic_annex,Cuadro 21 a,Cuadro Nº 21 a — Agregados Monetarios -Serie Histórica 1/ — En millones de guaranies,5,PYG,millions,monthly,,homogeneous,3568,1960-01-01,2026-06-30,0,0,0,0,M1 | M3 | M2 | M0 | BM,,,,,,,,,,,,
economic_annex,CUADRO 14 c,Cuadro Nº 14 c — Índice de Precios al Consumidor (IPC) - Área Metropolitana de Asunción — Bienes y Servicios Administrados - Serie Empalmada — Base diciembre 2017 = 100.,4,INDEX,units,monthly,Base diciembre 2017 = 100,homogeneous,1132,2003-01-01,2026-07-01,0,0,0,0,Índice General | IPC Bienes Libres Sin FyV | IPC Bienes Libres | Bienes y Servicios Administrados,,,,,,,,,,,,
insurance_annex,1.37,Ganancias Extraordinarias,4,PYG,units,annual,,homogeneous,68,2009-06-30,2025-06-30,0,0,0,0,Ganancias Extraordinarias — Otras gananc | Ganancias Extraordinarias — Venta de bie | Ganancias Extraordinarias — Total Gananc | Ganancias Extraordinarias — Cesión de ca,,,,,,,,,,,,
economic_annex,CUADRO 30,Cuadro N° 30 — Créditos y depósitos del sector privado y público en bancos y financieras. — Moneda extranjera (dólares) — Tasas de variación en porcentaje.,4,PERCENT,units,monthly,,homogeneous,1416,1997-01-01,2026-06-30,0,0,0,0,Depósitos — Mensual | Créditos — Interanual | Depósitos — Interanual | Créditos — Mensual,,,,,,,,,,,,
economic_annex,CUADRO 10,Cuadro Nº 10 — Estimador Cifras de Negocios (ECN) — Índice base 2014 = 100.,3,INDEX,units,monthly,base 2014 = 100,homogeneous,894,2001-01-01,2026-06-01,0,0,0,0,Interanual | Acumulado | Índice General,,,,,,,,,,,,
