old_series_id,old_public_label,old_dimensions,new_series_id,new_public_label,new_dimensions,mapping_cardinality,migration_reason,observations_before,observations_after,shared_observations,values_and_dates_preserved,old_identity_structurally_ambiguous,replacement_public_access_path,deprecation_treatment,match_method,evidence
lrm_auctions:subastas_2013:4ac8554c404b3f26f46efd57,Plazos Estandarizados: 182 — Plazos Residuales: 210 — Montos Ofertados,Subastas 2013|irregular_daily|lrm_auction_tenor — Plazos Estandarizados: 182 — Plazos Residuales: 210 — Montos Ofertados,lrm_auctions:lrm_auction_events:8a6d6e85fb79da9177264e41,Monto ofertado,lrm_auction_events|irregular_daily|standardized_tenor_days: 182 — residual_tenor_days: 210 — Monto ofertado,one-to-one,LRM two-level-header and annual-sheet identity remediation,1,1,1,TRUE,TRUE,explore.events,superseded; resolved through canonical.source_alias and main.resolve_series_id(s),source_cell_period,Same source file/sheet/row/column and reference period in both releases.
lrm_auctions:subastas_2013:4b582d030eb617309e36611d,Plazos Estandarizados: 365 — Plazos Residuales: 336 — Asignado #,Subastas 2013|irregular_daily|lrm_auction_tenor — Plazos Estandarizados: 365 — Plazos Residuales: 336 — Asignado #,lrm_auctions:lrm_auction_events:de5d08c6a6cf2638575ef6e0,Cantidad de posturas asignadas,lrm_auction_events|irregular_daily|standardized_tenor_days: 365 — residual_tenor_days: 336 — Cantidad de posturas asignadas,one-to-one,LRM two-level-header and annual-sheet identity remediation,1,1,1,TRUE,TRUE,explore.events,superseded; resolved through canonical.source_alias and main.resolve_series_id(s),source_cell_period,Same source file/sheet/row/column and reference period in both releases.
lrm_auctions:subastas_2013:4b78de20b0ee05715296a155,Plazos Estandarizados: 182 — Plazos Residuales: 192 — Máxima,Subastas 2013|irregular_daily|lrm_auction_tenor — Plazos Estandarizados: 182 — Plazos Residuales: 192 — Máxima — column_13,lrm_auctions:lrm_auction_events:ca207290ce69cbb5caec730d,Tasa de interes ofertada - Maxima,lrm_auction_events|irregular_daily|standardized_tenor_days: 182 — residual_tenor_days: 192 — Tasa de interes ofertada - Maxima,one-to-one,LRM two-level-header and annual-sheet identity remediation,1,1,1,TRUE,TRUE,catalog.series,superseded; resolved through canonical.source_alias and main.resolve_series_id(s),source_cell_period,Same source file/sheet/row/column and reference period in both releases.
lrm_auctions:subastas_2013:4b7a4bf872ec5a5f0c388dd5,Plazos Estandarizados: 365 — Plazos Residuales: 406 — Ofertado #,Subastas 2013|irregular_daily|lrm_auction_tenor — Plazos Estandarizados: 365 — Plazos Residuales: 406 — Ofertado #,lrm_auctions:lrm_auction_events:d9103ef3f6efd78a76774ad9,Cantidad de posturas ofertadas,lrm_auction_events|irregular_daily|standardized_tenor_days: 365 — residual_tenor_days: 406 — Cantidad de posturas ofertadas,many-to-one,LRM two-level-header and annual-sheet identity remediation,2,3,2,TRUE,TRUE,explore.events,superseded; resolved through canonical.source_alias and main.resolve_series_id(s),source_cell_period,Same source file/sheet/row/column and reference period in both releases.
lrm_auctions:subastas_2013:4b9e42bbeac12ef3f153cdc3,Plazos Estandarizados: 63 — Plazos Residuales: 49 — Promedio,Subastas 2013|irregular_daily|lrm_auction_tenor — Plazos Estandarizados: 63 — Plazos Residuales: 49 — Promedio — column_14,lrm_auctions:lrm_auction_events:49e93f5a03768b26c9995152,Tasa de interes asignada - Promedio,lrm_auction_events|irregular_daily|standardized_tenor_days: 63 — residual_tenor_days: 49 — Tasa de interes asignada - Promedio,many-to-one,LRM two-level-header and annual-sheet identity remediation,2,6,2,TRUE,TRUE,catalog.series,superseded; resolved through canonical.source_alias and main.resolve_series_id(s),source_cell_period,Same source file/sheet/row/column and reference period in both releases.
lrm_auctions:subastas_2013:4beb227b82776cebbd7a23c9,Plazos Estandarizados: 365 — Plazos Residuales: 333 — Asignado #,Subastas 2013|irregular_daily|lrm_auction_tenor — Plazos Estandarizados: 365 — Plazos Residuales: 333 — Asignado #,lrm_auctions:lrm_auction_events:351fd79b18b1fa5bb57f217c,Cantidad de posturas asignadas,lrm_auction_events|irregular_daily|standardized_tenor_days: 365 — residual_tenor_days: 333 — Cantidad de posturas asignadas,one-to-one,LRM two-level-header and annual-sheet identity remediation,1,1,1,TRUE,TRUE,explore.events,superseded; resolved through canonical.source_alias and main.resolve_series_id(s),source_cell_period,Same source file/sheet/row/column and reference period in both releases.
lrm_auctions:subastas_2013:4bf6da531b85de74e05a06a8,Plazos Estandarizados: 546 — Plazos Residuales: 546 — Montos Anunciados,Subastas 2013|irregular_daily|lrm_auction_tenor — Plazos Estandarizados: 546 — Plazos Residuales: 546 — Montos Anunciados,lrm_auctions:lrm_auction_events:4903e46781bded24c066fba3,Monto anunciado,lrm_auction_events|irregular_daily|standardized_tenor_days: 546 — residual_tenor_days: 546 — Monto anunciado,many-to-one,LRM two-level-header and annual-sheet identity remediation,3,80,3,TRUE,TRUE,explore.events,superseded; resolved through canonical.source_alias and main.resolve_series_id(s),source_cell_period,Same source file/sheet/row/column and reference period in both releases.
lrm_auctions:subastas_2013:4c1151804af1c15f3bae334c,Plazos Estandarizados: 182 — Plazos Residuales: 254 — Máxima,Subastas 2013|irregular_daily|lrm_auction_tenor — Plazos Estandarizados: 182 — Plazos Residuales: 254 — Máxima — column_16,lrm_auctions:lrm_auction_events:411a0933fabeed2d0168fbb6,Tasa de interes asignada - Maxima,lrm_auction_events|irregular_daily|standardized_tenor_days: 182 — residual_tenor_days: 254 — Tasa de interes asignada - Maxima,one-to-one,LRM two-level-header and annual-sheet identity remediation,1,1,1,TRUE,TRUE,catalog.series,superseded; resolved through canonical.source_alias and main.resolve_series_id(s),source_cell_period,Same source file/sheet/row/column and reference period in both releases.
lrm_auctions:subastas_2013:4c16fb0f53e9d454a3a9d59e,Plazos Estandarizados: 182 — Plazos Residuales: 170 — Mínima,Subastas 2013|irregular_daily|lrm_auction_tenor — Plazos Estandarizados: 182 — Plazos Residuales: 170 — Mínima — column_15,lrm_auctions:lrm_auction_events:7d4676f3b3065dfc7b49b074,Tasa de interes asignada - Minima,lrm_auction_events|irregular_daily|standardized_tenor_days: 182 — residual_tenor_days: 170 — Tasa de interes asignada - Minima,one-to-one,LRM two-level-header and annual-sheet identity remediation,1,1,1,TRUE,TRUE,catalog.series,superseded; resolved through canonical.source_alias and main.resolve_series_id(s),source_cell_period,Same source file/sheet/row/column and reference period in both releases.
lrm_auctions:subastas_2013:4c2c934c742c312c4fd03e95,Plazos Estandarizados: 63 — Plazos Residuales: 53 — Ofertado #,Subastas 2013|irregular_daily|lrm_auction_tenor — Plazos Estandarizados: 63 — Plazos Residuales: 53 — Ofertado #,lrm_auctions:lrm_auction_events:8edb08b4aed7cde1adf75951,Cantidad de posturas ofertadas,lrm_auction_events|irregular_daily|standardized_tenor_days: 63 — residual_tenor_days: 53 — Cantidad de posturas ofertadas,one-to-one,LRM two-level-header and annual-sheet identity remediation,1,1,1,TRUE,TRUE,explore.events,superseded; resolved through canonical.source_alias and main.resolve_series_id(s),source_cell_period,Same source file/sheet/row/column and reference period in both releases.
lrm_auctions:subastas_2013:4c6ee82fab987afd287f64c7,Plazos Estandarizados: 63 — Plazos Residuales: 63 — Promedio,Subastas 2013|irregular_daily|lrm_auction_tenor — Plazos Estandarizados: 63 — Plazos Residuales: 63 — Promedio — column_11,lrm_auctions:lrm_auction_events:866f78c7bef2dbbffd97102c,Tasa de interes ofertada - Promedio,lrm_auction_events|irregular_daily|standardized_tenor_days: 63 — residual_tenor_days: 63 — Tasa de interes ofertada - Promedio,many-to-one,LRM two-level-header and annual-sheet identity remediation,6,101,6,TRUE,TRUE,catalog.series,superseded; resolved through canonical.source_alias and main.resolve_series_id(s),source_cell_period,Same source file/sheet/row/column and reference period in both releases.
lrm_auctions:subastas_2013:4c795adc0b7d89f9c99a252c,Plazos Estandarizados: 63 — Plazos Residuales: 52 — Mínima,Subastas 2013|irregular_daily|lrm_auction_tenor — Plazos Estandarizados: 63 — Plazos Residuales: 52 — Mínima — column_12,lrm_auctions:lrm_auction_events:7bd3d46ddc469aad44232397,Tasa de interes ofertada - Minima,lrm_auction_events|irregular_daily|standardized_tenor_days: 63 — residual_tenor_days: 52 — Tasa de interes ofertada - Minima,one-to-one,LRM two-level-header and annual-sheet identity remediation,1,1,1,TRUE,TRUE,catalog.series,superseded; resolved through canonical.source_alias and main.resolve_series_id(s),source_cell_period,Same source file/sheet/row/column and reference period in both releases.
lrm_auctions:subastas_2013:4d7f79c6b4137359e82d7bc8,Plazos Estandarizados: 35 — Plazos Residuales: 32 — Asignado #,Subastas 2013|irregular_daily|lrm_auction_tenor — Plazos Estandarizados: 35 — Plazos Residuales: 32 — Asignado #,lrm_auctions:lrm_auction_events:2a200c3cd18c74b7e8166d06,Cantidad de posturas asignadas,lrm_auction_events|irregular_daily|standardized_tenor_days: 35 — residual_tenor_days: 32 — Cantidad de posturas asignadas,many-to-one,LRM two-level-header and annual-sheet identity remediation,1,2,1,TRUE,TRUE,explore.events,superseded; resolved through canonical.source_alias and main.resolve_series_id(s),source_cell_period,Same source file/sheet/row/column and reference period in both releases.
lrm_auctions:subastas_2013:4dcbb815de956f2175ace508,Plazos Estandarizados: 63 — Plazos Residuales: 62 — Promedio,Subastas 2013|irregular_daily|lrm_auction_tenor — Plazos Estandarizados: 63 — Plazos Residuales: 62 — Promedio — column_14,lrm_auctions:lrm_auction_events:25fc79f43c920839a4c2cf57,Tasa de interes asignada - Promedio,lrm_auction_events|irregular_daily|standardized_tenor_days: 63 — residual_tenor_days: 62 — Tasa de interes asignada - Promedio,one-to-one,LRM two-level-header and annual-sheet identity remediation,1,1,1,TRUE,TRUE,catalog.series,superseded; resolved through canonical.source_alias and main.resolve_series_id(s),source_cell_period,Same source file/sheet/row/column and reference period in both releases.
lrm_auctions:subastas_2013:4e714039e9a31d7905ee5e06,Plazos Estandarizados: 365 — Plazos Residuales: 452 — Montos Ofertados,Subastas 2013|irregular_daily|lrm_auction_tenor — Plazos Estandarizados: 365 — Plazos Residuales: 452 — Montos Ofertados,lrm_auctions:lrm_auction_events:0e9fd539e419592cb69c0556,Monto ofertado,lrm_auction_events|irregular_daily|standardized_tenor_days: 365 — residual_tenor_days: 452 — Monto ofertado,one-to-one,LRM two-level-header and annual-sheet identity remediation,1,1,1,TRUE,TRUE,explore.events,superseded; resolved through canonical.source_alias and main.resolve_series_id(s),source_cell_period,Same source file/sheet/row/column and reference period in both releases.
lrm_auctions:subastas_2013:5001fa1cebfa737ac836c044,Plazos Estandarizados: 365 — Plazos Residuales: 345 — Máxima,Subastas 2013|irregular_daily|lrm_auction_tenor — Plazos Estandarizados: 365 — Plazos Residuales: 345 — Máxima — column_16,lrm_auctions:lrm_auction_events:070e97af33eebdf52737e69b,Tasa de interes asignada - Maxima,lrm_auction_events|irregular_daily|standardized_tenor_days: 365 — residual_tenor_days: 345 — Tasa de interes asignada - Maxima,one-to-one,LRM two-level-header and annual-sheet identity remediation,1,1,1,TRUE,TRUE,catalog.series,superseded; resolved through canonical.source_alias and main.resolve_series_id(s),source_cell_period,Same source file/sheet/row/column and reference period in both releases.
lrm_auctions:subastas_2013:504783af95b5965a87149d3e,Plazos Estandarizados: 35 — Plazos Residuales: 14 — Montos Ofertados,Subastas 2013|irregular_daily|lrm_auction_tenor — Plazos Estandarizados: 35 — Plazos Residuales: 14 — Montos Ofertados,lrm_auctions:lrm_auction_events:99cd7c90139197eb0fe6dc49,Monto ofertado,lrm_auction_events|irregular_daily|standardized_tenor_days: 35 — residual_tenor_days: 14 — Monto ofertado,one-to-one,LRM two-level-header and annual-sheet identity remediation,1,1,1,TRUE,TRUE,explore.events,superseded; resolved through canonical.source_alias and main.resolve_series_id(s),source_cell_period,Same source file/sheet/row/column and reference period in both releases.
lrm_auctions:subastas_2013:50e8cd5d6a9164a387e71b58,Plazos Estandarizados: 91 — Plazos Residuales: 91 — Asignado #,Subastas 2013|irregular_daily|lrm_auction_tenor — Plazos Estandarizados: 91 — Plazos Residuales: 91 — Asignado #,lrm_auctions:lrm_auction_events:d887d2a634495178c8f68742,Cantidad de posturas asignadas,lrm_auction_events|irregular_daily|standardized_tenor_days: 91 — residual_tenor_days: 91 — Cantidad de posturas asignadas,many-to-one,LRM two-level-header and annual-sheet identity remediation,7,124,7,TRUE,TRUE,explore.events,superseded; resolved through canonical.source_alias and main.resolve_series_id(s),source_cell_period,Same source file/sheet/row/column and reference period in both releases.
lrm_auctions:subastas_2013:5123a8ce0221360add521aa4,Plazos Estandarizados: 365 — Plazos Residuales: 273 — Montos Ofertados,Subastas 2013|irregular_daily|lrm_auction_tenor — Plazos Estandarizados: 365 — Plazos Residuales: 273 — Montos Ofertados,lrm_auctions:lrm_auction_events:b6e60fb7ddfd30d35d90588e,Monto ofertado,lrm_auction_events|irregular_daily|standardized_tenor_days: 365 — residual_tenor_days: 273 — Monto ofertado,one-to-one,LRM two-level-header and annual-sheet identity remediation,1,1,1,TRUE,TRUE,explore.events,superseded; resolved through canonical.source_alias and main.resolve_series_id(s),source_cell_period,Same source file/sheet/row/column and reference period in both releases.
lrm_auctions:subastas_2013:513730b0cd1cc3e0f815fbea,Plazos Estandarizados: 63 — Plazos Residuales: 63 — Montos Asignados,Subastas 2013|irregular_daily|lrm_auction_tenor — Plazos Estandarizados: 63 — Plazos Residuales: 63 — Montos Asignados,lrm_auctions:lrm_auction_events:fb787217613c23a5c62525dd,Monto asignado,lrm_auction_events|irregular_daily|standardized_tenor_days: 63 — residual_tenor_days: 63 — Monto asignado,many-to-one,LRM two-level-header and annual-sheet identity remediation,6,97,6,TRUE,TRUE,explore.events,superseded; resolved through canonical.source_alias and main.resolve_series_id(s),source_cell_period,Same source file/sheet/row/column and reference period in both releases.
lrm_auctions:subastas_2013:5191c38108514b676d2e69a9,Plazos Estandarizados: 365 — Plazos Residuales: 443 — Ofertado #,Subastas 2013|irregular_daily|lrm_auction_tenor — Plazos Estandarizados: 365 — Plazos Residuales: 443 — Ofertado #,lrm_auctions:lrm_auction_events:58bc9e6e8b9d82a2eaa8a6e8,Cantidad de posturas ofertadas,lrm_auction_events|irregular_daily|standardized_tenor_days: 365 — residual_tenor_days: 443 — Cantidad de posturas ofertadas,one-to-one,LRM two-level-header and annual-sheet identity remediation,1,1,1,TRUE,TRUE,explore.events,superseded; resolved through canonical.source_alias and main.resolve_series_id(s),source_cell_period,Same source file/sheet/row/column and reference period in both releases.
lrm_auctions:subastas_2013:519b323e50d1d6c268a21ca4,Plazos Estandarizados: 35 — Plazos Residuales: 14 — Mínima,Subastas 2013|irregular_daily|lrm_auction_tenor — Plazos Estandarizados: 35 — Plazos Residuales: 14 — Mínima — column_15,lrm_auctions:lrm_auction_events:f3cc3cf72fc48bc1bdefc603,Tasa de interes asignada - Minima,lrm_auction_events|irregular_daily|standardized_tenor_days: 35 — residual_tenor_days: 14 — Tasa de interes asignada - Minima,one-to-one,LRM two-level-header and annual-sheet identity remediation,1,1,1,TRUE,TRUE,catalog.series,superseded; resolved through canonical.source_alias and main.resolve_series_id(s),source_cell_period,Same source file/sheet/row/column and reference period in both releases.
lrm_auctions:subastas_2013:522a9ff86f0c5f3925788c15,Plazos Estandarizados: 63 — Plazos Residuales: 56 — Promedio,Subastas 2013|irregular_daily|lrm_auction_tenor — Plazos Estandarizados: 63 — Plazos Residuales: 56 — Promedio — column_11,lrm_auctions:lrm_auction_events:bcdb516cb4a2b400eeada22a,Tasa de interes ofertada - Promedio,lrm_auction_events|irregular_daily|standardized_tenor_days: 63 — residual_tenor_days: 56 — Tasa de interes ofertada - Promedio,many-to-one,LRM two-level-header and annual-sheet identity remediation,2,44,2,TRUE,TRUE,catalog.series,superseded; resolved through canonical.source_alias and main.resolve_series_id(s),source_cell_period,Same source file/sheet/row/column and reference period in both releases.
lrm_auctions:subastas_2013:5293bb667dc1624e1218d10a,Plazos Estandarizados: 365 — Plazos Residuales: 385 — Mínima,Subastas 2013|irregular_daily|lrm_auction_tenor — Plazos Estandarizados: 365 — Plazos Residuales: 385 — Mínima — column_12,lrm_auctions:lrm_auction_events:1030d000524013eeaadea7a2,Tasa de interes ofertada - Minima,lrm_auction_events|irregular_daily|standardized_tenor_days: 365 — residual_tenor_days: 385 — Tasa de interes ofertada - Minima,one-to-one,LRM two-level-header and annual-sheet identity remediation,1,1,1,TRUE,TRUE,catalog.series,superseded; resolved through canonical.source_alias and main.resolve_series_id(s),source_cell_period,Same source file/sheet/row/column and reference period in both releases.
lrm_auctions:subastas_2013:52c28a5dd1d34c1c5bd2121b,Plazos Estandarizados: 546 — Plazos Residuales: 515 — Ofertado #,Subastas 2013|irregular_daily|lrm_auction_tenor — Plazos Estandarizados: 546 — Plazos Residuales: 515 — Ofertado #,lrm_auctions:lrm_auction_events:2cef04fafe99fa91bb0f6041,Cantidad de posturas ofertadas,lrm_auction_events|irregular_daily|standardized_tenor_days: 546 — residual_tenor_days: 515 — Cantidad de posturas ofertadas,one-to-one,LRM two-level-header and annual-sheet identity remediation,1,1,1,TRUE,TRUE,explore.events,superseded; resolved through canonical.source_alias and main.resolve_series_id(s),source_cell_period,Same source file/sheet/row/column and reference period in both releases.
lrm_auctions:subastas_2013:52c9818ac95b722f059fa333,Plazos Estandarizados: 182 — Plazos Residuales: 242 — Montos Anunciados,Subastas 2013|irregular_daily|lrm_auction_tenor — Plazos Estandarizados: 182 — Plazos Residuales: 242 — Montos Anunciados,lrm_auctions:lrm_auction_events:20633a6da6385ef1dcb3e5dd,Monto anunciado,lrm_auction_events|irregular_daily|standardized_tenor_days: 182 — residual_tenor_days: 242 — Monto anunciado,one-to-one,LRM two-level-header and annual-sheet identity remediation,1,1,1,TRUE,TRUE,explore.events,superseded; resolved through canonical.source_alias and main.resolve_series_id(s),source_cell_period,Same source file/sheet/row/column and reference period in both releases.
lrm_auctions:subastas_2013:53f176d5f7b2985d53713f12,Plazos Estandarizados: 182 — Plazos Residuales: 270 — Asignado #,Subastas 2013|irregular_daily|lrm_auction_tenor — Plazos Estandarizados: 182 — Plazos Residuales: 270 — Asignado #,lrm_auctions:lrm_auction_events:378fc5b5019403b8302ee5d4,Cantidad de posturas asignadas,lrm_auction_events|irregular_daily|standardized_tenor_days: 182 — residual_tenor_days: 270 — Cantidad de posturas asignadas,one-to-one,LRM two-level-header and annual-sheet identity remediation,1,1,1,TRUE,TRUE,explore.events,superseded; resolved through canonical.source_alias and main.resolve_series_id(s),source_cell_period,Same source file/sheet/row/column and reference period in both releases.
lrm_auctions:subastas_2013:540c066703a832388bc57b07,Plazos Estandarizados: 182 — Plazos Residuales: 179 — Mínima,Subastas 2013|irregular_daily|lrm_auction_tenor — Plazos Estandarizados: 182 — Plazos Residuales: 179 — Mínima — column_12,lrm_auctions:lrm_auction_events:56b63ce2fd35241037fdf7fd,Tasa de interes ofertada - Minima,lrm_auction_events|irregular_daily|standardized_tenor_days: 182 — residual_tenor_days: 179 — Tasa de interes ofertada - Minima,many-to-one,LRM two-level-header and annual-sheet identity remediation,3,5,3,TRUE,TRUE,catalog.series,superseded; resolved through canonical.source_alias and main.resolve_series_id(s),source_cell_period,Same source file/sheet/row/column and reference period in both releases.
lrm_auctions:subastas_2013:55083120d52eccb393dc2417,Plazos Estandarizados: 365 — Plazos Residuales: 374 — Mínima,Subastas 2013|irregular_daily|lrm_auction_tenor — Plazos Estandarizados: 365 — Plazos Residuales: 374 — Mínima — column_12,lrm_auctions:lrm_auction_events:23144ea5c2b6dbedf1ee1c65,Tasa de interes ofertada - Minima,lrm_auction_events|irregular_daily|standardized_tenor_days: 365 — residual_tenor_days: 374 — Tasa de interes ofertada - Minima,one-to-one,LRM two-level-header and annual-sheet identity remediation,1,1,1,TRUE,TRUE,catalog.series,superseded; resolved through canonical.source_alias and main.resolve_series_id(s),source_cell_period,Same source file/sheet/row/column and reference period in both releases.
lrm_auctions:subastas_2013:556f842da608407cfb57c6b1,Plazos Estandarizados: 182 — Plazos Residuales: 196 — Montos Ofertados,Subastas 2013|irregular_daily|lrm_auction_tenor — Plazos Estandarizados: 182 — Plazos Residuales: 196 — Montos Ofertados,lrm_auctions:lrm_auction_events:56102214f45e32b1db0d90d4,Monto ofertado,lrm_auction_events|irregular_daily|standardized_tenor_days: 182 — residual_tenor_days: 196 — Monto ofertado,many-to-one,LRM two-level-header and annual-sheet identity remediation,1,2,1,TRUE,TRUE,explore.events,superseded; resolved through canonical.source_alias and main.resolve_series_id(s),source_cell_period,Same source file/sheet/row/column and reference period in both releases.
lrm_auctions:subastas_2013:557b42614c53a5a754ffb46b,Plazos Estandarizados: 365 — Plazos Residuales: 333 — Mínima,Subastas 2013|irregular_daily|lrm_auction_tenor — Plazos Estandarizados: 365 — Plazos Residuales: 333 — Mínima — column_15,lrm_auctions:lrm_auction_events:1992730639cd80cdbe5294a6,Tasa de interes asignada - Minima,lrm_auction_events|irregular_daily|standardized_tenor_days: 365 — residual_tenor_days: 333 — Tasa de interes asignada - Minima,one-to-one,LRM two-level-header and annual-sheet identity remediation,1,1,1,TRUE,TRUE,catalog.series,superseded; resolved through canonical.source_alias and main.resolve_series_id(s),source_cell_period,Same source file/sheet/row/column and reference period in both releases.
lrm_auctions:subastas_2013:56101e40b8c6dc567364b696,Plazos Estandarizados: 365 — Plazos Residuales: 378 — Mínima,Subastas 2013|irregular_daily|lrm_auction_tenor — Plazos Estandarizados: 365 — Plazos Residuales: 378 — Mínima — column_12,lrm_auctions:lrm_auction_events:cba70de7c093cce60d76542e,Tasa de interes ofertada - Minima,lrm_auction_events|irregular_daily|standardized_tenor_days: 365 — residual_tenor_days: 378 — Tasa de interes ofertada - Minima,many-to-one,LRM two-level-header and annual-sheet identity remediation,2,4,2,TRUE,TRUE,catalog.series,superseded; resolved through canonical.source_alias and main.resolve_series_id(s),source_cell_period,Same source file/sheet/row/column and reference period in both releases.
lrm_auctions:subastas_2013:56bd4e1a74df1201897cf9ac,Plazos Estandarizados: 182 — Plazos Residuales: 140 — Montos Asignados,Subastas 2013|irregular_daily|lrm_auction_tenor — Plazos Estandarizados: 182 — Plazos Residuales: 140 — Montos Asignados,lrm_auctions:lrm_auction_events:7e744729b82be7006b2f9a31,Monto asignado,lrm_auction_events|irregular_daily|standardized_tenor_days: 182 — residual_tenor_days: 140 — Monto asignado,one-to-one,LRM two-level-header and annual-sheet identity remediation,2,2,2,TRUE,TRUE,explore.events,superseded; resolved through canonical.source_alias and main.resolve_series_id(s),source_cell_period,Same source file/sheet/row/column and reference period in both releases.
lrm_auctions:subastas_2013:56cf7b3455f7aff6918c3d02,Plazos Estandarizados: 63 — Plazos Residuales: 70 — Asignado #,Subastas 2013|irregular_daily|lrm_auction_tenor — Plazos Estandarizados: 63 — Plazos Residuales: 70 — Asignado #,lrm_auctions:lrm_auction_events:e1ffd0f11f4ede8e84479b01,Cantidad de posturas asignadas,lrm_auction_events|irregular_daily|standardized_tenor_days: 63 — residual_tenor_days: 70 — Cantidad de posturas asignadas,many-to-one,LRM two-level-header and annual-sheet identity remediation,1,4,1,TRUE,TRUE,explore.events,superseded; resolved through canonical.source_alias and main.resolve_series_id(s),source_cell_period,Same source file/sheet/row/column and reference period in both releases.
lrm_auctions:subastas_2013:5750dc8823057c878a058454,Plazos Estandarizados: 365 — Plazos Residuales: 352 — Mínima,Subastas 2013|irregular_daily|lrm_auction_tenor — Plazos Estandarizados: 365 — Plazos Residuales: 352 — Mínima — column_15,lrm_auctions:lrm_auction_events:8f6644d80572227bfe8bc83f,Tasa de interes asignada - Minima,lrm_auction_events|irregular_daily|standardized_tenor_days: 365 — residual_tenor_days: 352 — Tasa de interes asignada - Minima,one-to-one,LRM two-level-header and annual-sheet identity remediation,1,1,1,TRUE,TRUE,catalog.series,superseded; resolved through canonical.source_alias and main.resolve_series_id(s),source_cell_period,Same source file/sheet/row/column and reference period in both releases.
lrm_auctions:subastas_2013:57a27960de6875577f30aefa,Plazos Estandarizados: 365 — Plazos Residuales: 385 — Máxima,Subastas 2013|irregular_daily|lrm_auction_tenor — Plazos Estandarizados: 365 — Plazos Residuales: 385 — Máxima — column_13,lrm_auctions:lrm_auction_events:d134f85c81aabd1215355f88,Tasa de interes ofertada - Maxima,lrm_auction_events|irregular_daily|standardized_tenor_days: 365 — residual_tenor_days: 385 — Tasa de interes ofertada - Maxima,one-to-one,LRM two-level-header and annual-sheet identity remediation,1,1,1,TRUE,TRUE,catalog.series,superseded; resolved through canonical.source_alias and main.resolve_series_id(s),source_cell_period,Same source file/sheet/row/column and reference period in both releases.
lrm_auctions:subastas_2013:57b628dd262c8254a68a400f,Plazos Estandarizados: 546 — Plazos Residuales: 546 — Ofertado #,Subastas 2013|irregular_daily|lrm_auction_tenor — Plazos Estandarizados: 546 — Plazos Residuales: 546 — Ofertado #,lrm_auctions:lrm_auction_events:9c393720e8b2479098aa8be8,Cantidad de posturas ofertadas,lrm_auction_events|irregular_daily|standardized_tenor_days: 546 — residual_tenor_days: 546 — Cantidad de posturas ofertadas,many-to-one,LRM two-level-header and annual-sheet identity remediation,2,96,2,TRUE,TRUE,explore.events,superseded; resolved through canonical.source_alias and main.resolve_series_id(s),source_cell_period,Same source file/sheet/row/column and reference period in both releases.
lrm_auctions:subastas_2013:57e63b12970a0708ed266b9b,Plazos Estandarizados: 365 — Plazos Residuales: 364 — Mínima,Subastas 2013|irregular_daily|lrm_auction_tenor — Plazos Estandarizados: 365 — Plazos Residuales: 364 — Mínima — column_15,lrm_auctions:lrm_auction_events:5d08201a35f776ac27e14679,Tasa de interes asignada - Minima,lrm_auction_events|irregular_daily|standardized_tenor_days: 365 — residual_tenor_days: 364 — Tasa de interes asignada - Minima,many-to-one,LRM two-level-header and annual-sheet identity remediation,3,109,3,TRUE,TRUE,catalog.series,superseded; resolved through canonical.source_alias and main.resolve_series_id(s),source_cell_period,Same source file/sheet/row/column and reference period in both releases.
lrm_auctions:subastas_2013:58d25f2d4b7cc400aeb30c64,Plazos Estandarizados: 365 — Plazos Residuales: 364 — Montos Ofertados,Subastas 2013|irregular_daily|lrm_auction_tenor — Plazos Estandarizados: 365 — Plazos Residuales: 364 — Montos Ofertados,lrm_auctions:lrm_auction_events:63b728572e071ef64da19fc9,Monto ofertado,lrm_auction_events|irregular_daily|standardized_tenor_days: 365 — residual_tenor_days: 364 — Monto ofertado,many-to-one,LRM two-level-header and annual-sheet identity remediation,3,111,3,TRUE,TRUE,explore.events,superseded; resolved through canonical.source_alias and main.resolve_series_id(s),source_cell_period,Same source file/sheet/row/column and reference period in both releases.
lrm_auctions:subastas_2013:58e408c70f43dc62b845dbd9,Plazos Estandarizados: 365 — Plazos Residuales: 361 — Promedio,Subastas 2013|irregular_daily|lrm_auction_tenor — Plazos Estandarizados: 365 — Plazos Residuales: 361 — Promedio — column_11,lrm_auctions:lrm_auction_events:0c0305298f923421464fa881,Tasa de interes ofertada - Promedio,lrm_auction_events|irregular_daily|standardized_tenor_days: 365 — residual_tenor_days: 361 — Tasa de interes ofertada - Promedio,many-to-one,LRM two-level-header and annual-sheet identity remediation,1,2,1,TRUE,TRUE,catalog.series,superseded; resolved through canonical.source_alias and main.resolve_series_id(s),source_cell_period,Same source file/sheet/row/column and reference period in both releases.
