candidate_id,source_id,original_source_label,full_series_path,data_structure,identity_basis,identity_stability,source_sheets,observation_count,earliest_period,latest_period,frequency,unit_code,primary_review_category,explore_admission_status,classification_issue_codes
liquidity_facility:adm_liq_deposito:cb507d8f7b32e31a50c4645a,liquidity_facility,operation_type: deposito — Plazos (días): 4 — event_instance:1 — Tasa de interés mínima asignada (%),short_term_liquidity_auction — operation_type: deposito — Plazos (días): 4 — event_instance:1 — Tasa de interés mínima asignada (%),event,ADM- LIQ- DEPOSITO|irregular_daily|short_term_liquidity_auction — operation_type: deposito — Plazos (días): 4 — event_instance:1 — Tasa de interés mínima asignada (%),positional_lane,ADM- LIQ- DEPOSITO,1,2018-04-02T00:00:00Z,2018-04-02T00:00:00Z,irregular_daily,PERCENT,apparently_valid_preliminary,eligible_native_grain,positional_identity_fragmentation_risk;native_grain_required;provenance_review_incomplete;formal_research_review_incomplete
liquidity_facility:adm_liq_deposito:d8539a6113eb0d5b7b9f1b77,liquidity_facility,operation_type: deposito — Plazos (días): 4 — event_instance:1 — Tasa de interés máxima adjudicada (%),short_term_liquidity_auction — operation_type: deposito — Plazos (días): 4 — event_instance:1 — Tasa de interés máxima adjudicada (%),event,ADM- LIQ- DEPOSITO|irregular_daily|short_term_liquidity_auction — operation_type: deposito — Plazos (días): 4 — event_instance:1 — Tasa de interés máxima adjudicada (%),positional_lane,ADM- LIQ- DEPOSITO,1,2018-04-02T00:00:00Z,2018-04-02T00:00:00Z,irregular_daily,PERCENT,apparently_valid_preliminary,eligible_native_grain,positional_identity_fragmentation_risk;native_grain_required;provenance_review_incomplete;formal_research_review_incomplete
liquidity_facility:adm_liq_deposito:e3279244339e13db48ef403a,liquidity_facility,operation_type: deposito — Plazos (días): 4 — event_instance:1 — Tasa de interés promedio de Adjudicación (%),short_term_liquidity_auction — operation_type: deposito — Plazos (días): 4 — event_instance:1 — Tasa de interés promedio de Adjudicación (%),event,ADM- LIQ- DEPOSITO|irregular_daily|short_term_liquidity_auction — operation_type: deposito — Plazos (días): 4 — event_instance:1 — Tasa de interés promedio de Adjudicación (%),positional_lane,ADM- LIQ- DEPOSITO,1,2018-04-02T00:00:00Z,2018-04-02T00:00:00Z,irregular_daily,PERCENT,apparently_valid_preliminary,eligible_native_grain,positional_identity_fragmentation_risk;native_grain_required;provenance_review_incomplete;formal_research_review_incomplete
liquidity_facility:adm_liq_deposito:f976f0c7c5e707d18e81efc6,liquidity_facility,operation_type: deposito — Plazos (días): 4 — event_instance:1 — Monto Asignado (Guaraníes),short_term_liquidity_auction — operation_type: deposito — Plazos (días): 4 — event_instance:1 — Monto Asignado (Guaraníes),event,ADM- LIQ- DEPOSITO|irregular_daily|short_term_liquidity_auction — operation_type: deposito — Plazos (días): 4 — event_instance:1 — Monto Asignado (Guaraníes),positional_lane,ADM- LIQ- DEPOSITO,1,2018-04-02T00:00:00Z,2018-04-02T00:00:00Z,irregular_daily,PYG,apparently_valid_preliminary,eligible_native_grain,positional_identity_fragmentation_risk;native_grain_required;provenance_review_incomplete;formal_research_review_incomplete
lrm_auctions:subastas_2013:013820cfc47db168293079da,lrm_auctions,Plazos Estandarizados: 63 — Plazos Residuales: 70 — Promedio,lrm_auction_tenor — Plazos Estandarizados: 63 — Plazos Residuales: 70 — Promedio,event,Subastas 2013|irregular_daily|lrm_auction_tenor — Plazos Estandarizados: 63 — Plazos Residuales: 70 — Promedio — column_11,semantic_event,Subastas 2013,1,2013-05-02T00:00:00Z,2013-05-02T00:00:00Z,irregular_daily,UNRESOLVED_SOURCE_UNITS,apparently_valid_preliminary,eligible_native_grain,native_grain_required;unit_semantics_unresolved;provenance_review_incomplete;formal_research_review_incomplete
lrm_auctions:subastas_2013:01f097ea6e88c6d027d05ea7,lrm_auctions,Plazos Estandarizados: 182 — Plazos Residuales: 176 — Ofertado #,lrm_auction_tenor — Plazos Estandarizados: 182 — Plazos Residuales: 176 — Ofertado #,event,Subastas 2013|irregular_daily|lrm_auction_tenor — Plazos Estandarizados: 182 — Plazos Residuales: 176 — Ofertado #,semantic_event,Subastas 2013,1,2013-04-03T00:00:00Z,2013-04-03T00:00:00Z,irregular_daily,UNRESOLVED_SOURCE_UNITS,apparently_valid_preliminary,eligible_native_grain,native_grain_required;unit_semantics_unresolved;provenance_review_incomplete;formal_research_review_incomplete
lrm_auctions:subastas_2013:01f655d8d76195d5e1007286,lrm_auctions,Plazos Estandarizados: 546 — Plazos Residuales: 508 — Máxima,lrm_auction_tenor — Plazos Estandarizados: 546 — Plazos Residuales: 508 — Máxima,event,Subastas 2013|irregular_daily|lrm_auction_tenor — Plazos Estandarizados: 546 — Plazos Residuales: 508 — Máxima,semantic_event,Subastas 2013,1,2013-02-01T00:00:00Z,2013-02-01T00:00:00Z,irregular_daily,UNRESOLVED_SOURCE_UNITS,apparently_valid_preliminary,eligible_native_grain,native_grain_required;unit_semantics_unresolved;provenance_review_incomplete;formal_research_review_incomplete
lrm_auctions:subastas_2013:04c521d006cf18b84984e02a,lrm_auctions,Plazos Estandarizados: 546 — Plazos Residuales: 542 — Mínima,lrm_auction_tenor — Plazos Estandarizados: 546 — Plazos Residuales: 542 — Mínima,event,Subastas 2013|irregular_daily|lrm_auction_tenor — Plazos Estandarizados: 546 — Plazos Residuales: 542 — Mínima — column_12,semantic_event,Subastas 2013,1,2013-07-01T00:00:00Z,2013-07-01T00:00:00Z,irregular_daily,UNRESOLVED_SOURCE_UNITS,apparently_valid_preliminary,eligible_native_grain,native_grain_required;unit_semantics_unresolved;provenance_review_incomplete;formal_research_review_incomplete
lrm_auctions:subastas_2013:0570f5e489294532145393b3,lrm_auctions,Plazos Estandarizados: 365 — Plazos Residuales: 417 — Mínima,lrm_auction_tenor — Plazos Estandarizados: 365 — Plazos Residuales: 417 — Mínima,event,Subastas 2013|irregular_daily|lrm_auction_tenor — Plazos Estandarizados: 365 — Plazos Residuales: 417 — Mínima,semantic_event,Subastas 2013,1,2013-02-01T00:00:00Z,2013-02-01T00:00:00Z,irregular_daily,UNRESOLVED_SOURCE_UNITS,apparently_valid_preliminary,eligible_native_grain,native_grain_required;unit_semantics_unresolved;provenance_review_incomplete;formal_research_review_incomplete
lrm_auctions:subastas_2013:0584d9fe0b42fa526395a977,lrm_auctions,Plazos Estandarizados: 365 — Plazos Residuales: 347 — Mínima,lrm_auction_tenor — Plazos Estandarizados: 365 — Plazos Residuales: 347 — Mínima,event,Subastas 2013|irregular_daily|lrm_auction_tenor — Plazos Estandarizados: 365 — Plazos Residuales: 347 — Mínima — column_15,semantic_event,Subastas 2013,1,2013-07-12T00:00:00Z,2013-07-12T00:00:00Z,irregular_daily,UNRESOLVED_SOURCE_UNITS,apparently_valid_preliminary,eligible_native_grain,native_grain_required;unit_semantics_unresolved;provenance_review_incomplete;formal_research_review_incomplete
lrm_auctions:subastas_2013:05a580dee2abe0c89ece33ea,lrm_auctions,Plazos Estandarizados: 35 — Plazos Residuales: 14 — Asignado #,lrm_auction_tenor — Plazos Estandarizados: 35 — Plazos Residuales: 14 — Asignado #,event,Subastas 2013|irregular_daily|lrm_auction_tenor — Plazos Estandarizados: 35 — Plazos Residuales: 14 — Asignado #,semantic_event,Subastas 2013,1,2013-04-25T00:00:00Z,2013-04-25T00:00:00Z,irregular_daily,UNRESOLVED_SOURCE_UNITS,apparently_valid_preliminary,eligible_native_grain,native_grain_required;unit_semantics_unresolved;provenance_review_incomplete;formal_research_review_incomplete
lrm_auctions:subastas_2013:05bcb995e2848b8835fb5c3d,lrm_auctions,Plazos Estandarizados: 182 — Plazos Residuales: 270 — Máxima,lrm_auction_tenor — Plazos Estandarizados: 182 — Plazos Residuales: 270 — Máxima,event,Subastas 2013|irregular_daily|lrm_auction_tenor — Plazos Estandarizados: 182 — Plazos Residuales: 270 — Máxima — column_16,semantic_event,Subastas 2013,1,2013-03-26T00:00:00Z,2013-03-26T00:00:00Z,irregular_daily,UNRESOLVED_SOURCE_UNITS,apparently_valid_preliminary,eligible_native_grain,native_grain_required;unit_semantics_unresolved;provenance_review_incomplete;formal_research_review_incomplete
lrm_auctions:subastas_2013:05cbc6c92a890d27c71f3a48,lrm_auctions,Plazos Estandarizados: 91 — Plazos Residuales: 85 — Mínima,lrm_auction_tenor — Plazos Estandarizados: 91 — Plazos Residuales: 85 — Mínima,event,Subastas 2013|irregular_daily|lrm_auction_tenor — Plazos Estandarizados: 91 — Plazos Residuales: 85 — Mínima — column_15,semantic_event,Subastas 2013,1,2013-04-03T00:00:00Z,2013-04-03T00:00:00Z,irregular_daily,UNRESOLVED_SOURCE_UNITS,apparently_valid_preliminary,eligible_native_grain,native_grain_required;unit_semantics_unresolved;provenance_review_incomplete;formal_research_review_incomplete
lrm_auctions:subastas_2013:0635362cff46f57c3ec0fa3f,lrm_auctions,Plazos Estandarizados: 35 — Plazos Residuales: 39 — Asignado #,lrm_auction_tenor — Plazos Estandarizados: 35 — Plazos Residuales: 39 — Asignado #,event,Subastas 2013|irregular_daily|lrm_auction_tenor — Plazos Estandarizados: 35 — Plazos Residuales: 39 — Asignado #,semantic_event,Subastas 2013,1,2013-05-09T00:00:00Z,2013-05-09T00:00:00Z,irregular_daily,UNRESOLVED_SOURCE_UNITS,apparently_valid_preliminary,eligible_native_grain,native_grain_required;unit_semantics_unresolved;provenance_review_incomplete;formal_research_review_incomplete
lrm_auctions:subastas_2013:06dfe0d347931f97ea0c7945,lrm_auctions,Plazos Estandarizados: 35 — Plazos Residuales: 38 — Máxima,lrm_auction_tenor — Plazos Estandarizados: 35 — Plazos Residuales: 38 — Máxima,event,Subastas 2013|irregular_daily|lrm_auction_tenor — Plazos Estandarizados: 35 — Plazos Residuales: 38 — Máxima — column_13,semantic_event,Subastas 2013,1,2013-07-11T00:00:00Z,2013-07-11T00:00:00Z,irregular_daily,UNRESOLVED_SOURCE_UNITS,apparently_valid_preliminary,eligible_native_grain,native_grain_required;unit_semantics_unresolved;provenance_review_incomplete;formal_research_review_incomplete
lrm_auctions:subastas_2013:07cf666fcf6420e621622046,lrm_auctions,Plazos Estandarizados: 182 — Plazos Residuales: 242 — Mínima,lrm_auction_tenor — Plazos Estandarizados: 182 — Plazos Residuales: 242 — Mínima,event,Subastas 2013|irregular_daily|lrm_auction_tenor — Plazos Estandarizados: 182 — Plazos Residuales: 242 — Mínima — column_12,semantic_event,Subastas 2013,1,2013-01-25T00:00:00Z,2013-01-25T00:00:00Z,irregular_daily,UNRESOLVED_SOURCE_UNITS,apparently_valid_preliminary,eligible_native_grain,native_grain_required;unit_semantics_unresolved;provenance_review_incomplete;formal_research_review_incomplete
lrm_auctions:subastas_2013:084a6950075af373763524af,lrm_auctions,Plazos Estandarizados: 365 — Plazos Residuales: 347 — Montos Anunciados,lrm_auction_tenor — Plazos Estandarizados: 365 — Plazos Residuales: 347 — Montos Anunciados,event,Subastas 2013|irregular_daily|lrm_auction_tenor — Plazos Estandarizados: 365 — Plazos Residuales: 347 — Montos Anunciados,semantic_event,Subastas 2013,1,2013-07-12T00:00:00Z,2013-07-12T00:00:00Z,irregular_daily,UNRESOLVED_SOURCE_UNITS,apparently_valid_preliminary,eligible_native_grain,native_grain_required;unit_semantics_unresolved;provenance_review_incomplete;formal_research_review_incomplete
lrm_auctions:subastas_2013:08e73456e7a41a987d5dcc1e,lrm_auctions,Plazos Estandarizados: 182 — Plazos Residuales: 242 — Promedio,lrm_auction_tenor — Plazos Estandarizados: 182 — Plazos Residuales: 242 — Promedio,event,Subastas 2013|irregular_daily|lrm_auction_tenor — Plazos Estandarizados: 182 — Plazos Residuales: 242 — Promedio — column_14,semantic_event,Subastas 2013,1,2013-01-25T00:00:00Z,2013-01-25T00:00:00Z,irregular_daily,UNRESOLVED_SOURCE_UNITS,apparently_valid_preliminary,eligible_native_grain,native_grain_required;unit_semantics_unresolved;provenance_review_incomplete;formal_research_review_incomplete
lrm_auctions:subastas_2013:0a5873306145d98e3ce8c9b8,lrm_auctions,Plazos Estandarizados: 365 — Plazos Residuales: 345 — Asignado #,lrm_auction_tenor — Plazos Estandarizados: 365 — Plazos Residuales: 345 — Asignado #,event,Subastas 2013|irregular_daily|lrm_auction_tenor — Plazos Estandarizados: 365 — Plazos Residuales: 345 — Asignado #,semantic_event,Subastas 2013,1,2013-01-15T00:00:00Z,2013-01-15T00:00:00Z,irregular_daily,UNRESOLVED_SOURCE_UNITS,apparently_valid_preliminary,eligible_native_grain,native_grain_required;unit_semantics_unresolved;provenance_review_incomplete;formal_research_review_incomplete
lrm_auctions:subastas_2013:0aa858d4e327d9ac2a38d418,lrm_auctions,Plazos Estandarizados: 365 — Plazos Residuales: 283 — Montos Asignados,lrm_auction_tenor — Plazos Estandarizados: 365 — Plazos Residuales: 283 — Montos Asignados,event,Subastas 2013|irregular_daily|lrm_auction_tenor — Plazos Estandarizados: 365 — Plazos Residuales: 283 — Montos Asignados,semantic_event,Subastas 2013,1,2013-06-17T00:00:00Z,2013-06-17T00:00:00Z,irregular_daily,UNRESOLVED_SOURCE_UNITS,apparently_valid_preliminary,eligible_native_grain,native_grain_required;unit_semantics_unresolved;provenance_review_incomplete;formal_research_review_incomplete
lrm_auctions:subastas_2013:0adab118d35eaeb52e532971,lrm_auctions,Plazos Estandarizados: 63 — Plazos Residuales: 70 — Mínima,lrm_auction_tenor — Plazos Estandarizados: 63 — Plazos Residuales: 70 — Mínima,event,Subastas 2013|irregular_daily|lrm_auction_tenor — Plazos Estandarizados: 63 — Plazos Residuales: 70 — Mínima — column_12,semantic_event,Subastas 2013,1,2013-05-02T00:00:00Z,2013-05-02T00:00:00Z,irregular_daily,UNRESOLVED_SOURCE_UNITS,apparently_valid_preliminary,eligible_native_grain,native_grain_required;unit_semantics_unresolved;provenance_review_incomplete;formal_research_review_incomplete
lrm_auctions:subastas_2013:0b5c02ebe8ca7a5f590073b0,lrm_auctions,Plazos Estandarizados: 365 — Plazos Residuales: 308 — Asignado #,lrm_auction_tenor — Plazos Estandarizados: 365 — Plazos Residuales: 308 — Asignado #,event,Subastas 2013|irregular_daily|lrm_auction_tenor — Plazos Estandarizados: 365 — Plazos Residuales: 308 — Asignado #,semantic_event,Subastas 2013,1,2013-05-23T00:00:00Z,2013-05-23T00:00:00Z,irregular_daily,UNRESOLVED_SOURCE_UNITS,apparently_valid_preliminary,eligible_native_grain,native_grain_required;unit_semantics_unresolved;provenance_review_incomplete;formal_research_review_incomplete
lrm_auctions:subastas_2013:0c956e9f8a19fff4a79c1865,lrm_auctions,Plazos Estandarizados: 546 — Plazos Residuales: 532 — Montos Ofertados,lrm_auction_tenor — Plazos Estandarizados: 546 — Plazos Residuales: 532 — Montos Ofertados,event,Subastas 2013|irregular_daily|lrm_auction_tenor — Plazos Estandarizados: 546 — Plazos Residuales: 532 — Montos Ofertados,semantic_event,Subastas 2013,1,2013-07-11T00:00:00Z,2013-07-11T00:00:00Z,irregular_daily,UNRESOLVED_SOURCE_UNITS,apparently_valid_preliminary,eligible_native_grain,native_grain_required;unit_semantics_unresolved;provenance_review_incomplete;formal_research_review_incomplete
lrm_auctions:subastas_2013:0ca61b256e0cfafa4bd40fe6,lrm_auctions,Plazos Estandarizados: 365 — Plazos Residuales: 378 — Asignado #,lrm_auction_tenor — Plazos Estandarizados: 365 — Plazos Residuales: 378 — Asignado #,event,Subastas 2013|irregular_daily|lrm_auction_tenor — Plazos Estandarizados: 365 — Plazos Residuales: 378 — Asignado #,semantic_event,Subastas 2013,1,2013-09-12T00:00:00Z,2013-09-12T00:00:00Z,irregular_daily,UNRESOLVED_SOURCE_UNITS,apparently_valid_preliminary,eligible_native_grain,native_grain_required;unit_semantics_unresolved;provenance_review_incomplete;formal_research_review_incomplete
lrm_auctions:subastas_2013:0ca8700ae998782b4c96f5a4,lrm_auctions,Plazos Estandarizados: 182 — Plazos Residuales: 210 — Máxima,lrm_auction_tenor — Plazos Estandarizados: 182 — Plazos Residuales: 210 — Máxima,event,Subastas 2013|irregular_daily|lrm_auction_tenor — Plazos Estandarizados: 182 — Plazos Residuales: 210 — Máxima — column_16,semantic_event,Subastas 2013,1,2013-05-30T00:00:00Z,2013-05-30T00:00:00Z,irregular_daily,UNRESOLVED_SOURCE_UNITS,apparently_valid_preliminary,eligible_native_grain,native_grain_required;unit_semantics_unresolved;provenance_review_incomplete;formal_research_review_incomplete
lrm_auctions:subastas_2013:0d7eaea20d5b39ee1cb13acb,lrm_auctions,Plazos Estandarizados: 182 — Plazos Residuales: 242 — Montos Asignados,lrm_auction_tenor — Plazos Estandarizados: 182 — Plazos Residuales: 242 — Montos Asignados,event,Subastas 2013|irregular_daily|lrm_auction_tenor — Plazos Estandarizados: 182 — Plazos Residuales: 242 — Montos Asignados,semantic_event,Subastas 2013,1,2013-01-25T00:00:00Z,2013-01-25T00:00:00Z,irregular_daily,UNRESOLVED_SOURCE_UNITS,apparently_valid_preliminary,eligible_native_grain,native_grain_required;unit_semantics_unresolved;provenance_review_incomplete;formal_research_review_incomplete
lrm_auctions:subastas_2013:0d8c163247ba130561e4cec2,lrm_auctions,Plazos Estandarizados: 365 — Plazos Residuales: 326 — Promedio,lrm_auction_tenor — Plazos Estandarizados: 365 — Plazos Residuales: 326 — Promedio,event,Subastas 2013|irregular_daily|lrm_auction_tenor — Plazos Estandarizados: 365 — Plazos Residuales: 326 — Promedio — column_14,semantic_event,Subastas 2013,1,2013-02-01T00:00:00Z,2013-02-01T00:00:00Z,irregular_daily,UNRESOLVED_SOURCE_UNITS,apparently_valid_preliminary,eligible_native_grain,native_grain_required;unit_semantics_unresolved;provenance_review_incomplete;formal_research_review_incomplete
lrm_auctions:subastas_2013:0e061e00286701b67b4ae224,lrm_auctions,Plazos Estandarizados: 182 — Plazos Residuales: 270 — Máxima,lrm_auction_tenor — Plazos Estandarizados: 182 — Plazos Residuales: 270 — Máxima,event,Subastas 2013|irregular_daily|lrm_auction_tenor — Plazos Estandarizados: 182 — Plazos Residuales: 270 — Máxima — column_13,semantic_event,Subastas 2013,1,2013-03-26T00:00:00Z,2013-03-26T00:00:00Z,irregular_daily,UNRESOLVED_SOURCE_UNITS,apparently_valid_preliminary,eligible_native_grain,native_grain_required;unit_semantics_unresolved;provenance_review_incomplete;formal_research_review_incomplete
lrm_auctions:subastas_2013:0e28c09f80ed747ac26fb140,lrm_auctions,Plazos Estandarizados: 365 — Plazos Residuales: 374 — Montos Ofertados,lrm_auction_tenor — Plazos Estandarizados: 365 — Plazos Residuales: 374 — Montos Ofertados,event,Subastas 2013|irregular_daily|lrm_auction_tenor — Plazos Estandarizados: 365 — Plazos Residuales: 374 — Montos Ofertados,semantic_event,Subastas 2013,1,2013-06-17T00:00:00Z,2013-06-17T00:00:00Z,irregular_daily,UNRESOLVED_SOURCE_UNITS,apparently_valid_preliminary,eligible_native_grain,native_grain_required;unit_semantics_unresolved;provenance_review_incomplete;formal_research_review_incomplete
lrm_auctions:subastas_2013:0e6c1578bd5d6820b9d67c61,lrm_auctions,Plazos Estandarizados: 546 — Plazos Residuales: 546 — Asignado #,lrm_auction_tenor — Plazos Estandarizados: 546 — Plazos Residuales: 546 — Asignado #,event,Subastas 2013|irregular_daily|lrm_auction_tenor — Plazos Estandarizados: 546 — Plazos Residuales: 546 — Asignado #,semantic_event,Subastas 2013,1,2013-09-26T00:00:00Z,2013-09-26T00:00:00Z,irregular_daily,UNRESOLVED_SOURCE_UNITS,apparently_valid_preliminary,eligible_native_grain,native_grain_required;unit_semantics_unresolved;provenance_review_incomplete;formal_research_review_incomplete
lrm_auctions:subastas_2013:0ec818c1c3f51458ac9c7914,lrm_auctions,Plazos Estandarizados: 365 — Plazos Residuales: 308 — Montos Ofertados,lrm_auction_tenor — Plazos Estandarizados: 365 — Plazos Residuales: 308 — Montos Ofertados,event,Subastas 2013|irregular_daily|lrm_auction_tenor — Plazos Estandarizados: 365 — Plazos Residuales: 308 — Montos Ofertados,semantic_event,Subastas 2013,1,2013-05-23T00:00:00Z,2013-05-23T00:00:00Z,irregular_daily,UNRESOLVED_SOURCE_UNITS,apparently_valid_preliminary,eligible_native_grain,native_grain_required;unit_semantics_unresolved;provenance_review_incomplete;formal_research_review_incomplete
lrm_auctions:subastas_2013:0ee0af94b258bf9bf6aed4ea,lrm_auctions,Plazos Estandarizados: 365 — Plazos Residuales: 424 — Mínima,lrm_auction_tenor — Plazos Estandarizados: 365 — Plazos Residuales: 424 — Mínima,event,Subastas 2013|irregular_daily|lrm_auction_tenor — Plazos Estandarizados: 365 — Plazos Residuales: 424 — Mínima,semantic_event,Subastas 2013,1,2013-01-25T00:00:00Z,2013-01-25T00:00:00Z,irregular_daily,UNRESOLVED_SOURCE_UNITS,apparently_valid_preliminary,eligible_native_grain,native_grain_required;unit_semantics_unresolved;provenance_review_incomplete;formal_research_review_incomplete
lrm_auctions:subastas_2013:1121bc0452afe33676c65923,lrm_auctions,Plazos Estandarizados: 182 — Plazos Residuales: 163 — Asignado #,lrm_auction_tenor — Plazos Estandarizados: 182 — Plazos Residuales: 163 — Asignado #,event,Subastas 2013|irregular_daily|lrm_auction_tenor — Plazos Estandarizados: 182 — Plazos Residuales: 163 — Asignado #,semantic_event,Subastas 2013,1,2013-01-15T00:00:00Z,2013-01-15T00:00:00Z,irregular_daily,UNRESOLVED_SOURCE_UNITS,apparently_valid_preliminary,eligible_native_grain,native_grain_required;unit_semantics_unresolved;provenance_review_incomplete;formal_research_review_incomplete
lrm_auctions:subastas_2013:1186acef84e2e51184e6807f,lrm_auctions,Plazos Estandarizados: 546 — Plazos Residuales: 529 — Promedio,lrm_auction_tenor — Plazos Estandarizados: 546 — Plazos Residuales: 529 — Promedio,event,Subastas 2013|irregular_daily|lrm_auction_tenor — Plazos Estandarizados: 546 — Plazos Residuales: 529 — Promedio — column_14,semantic_event,Subastas 2013,1,2013-07-12T00:00:00Z,2013-07-12T00:00:00Z,irregular_daily,UNRESOLVED_SOURCE_UNITS,apparently_valid_preliminary,eligible_native_grain,native_grain_required;unit_semantics_unresolved;provenance_review_incomplete;formal_research_review_incomplete
lrm_auctions:subastas_2013:121956d96b112435b44faf19,lrm_auctions,Plazos Estandarizados: 182 — Plazos Residuales: 235 — Mínima,lrm_auction_tenor — Plazos Estandarizados: 182 — Plazos Residuales: 235 — Mínima,event,Subastas 2013|irregular_daily|lrm_auction_tenor — Plazos Estandarizados: 182 — Plazos Residuales: 235 — Mínima — column_12,semantic_event,Subastas 2013,1,2013-02-01T00:00:00Z,2013-02-01T00:00:00Z,irregular_daily,UNRESOLVED_SOURCE_UNITS,apparently_valid_preliminary,eligible_native_grain,native_grain_required;unit_semantics_unresolved;provenance_review_incomplete;formal_research_review_incomplete
lrm_auctions:subastas_2013:12c6ea6fad56e12b1e83a0b1,lrm_auctions,Plazos Estandarizados: 182 — Plazos Residuales: 235 — Montos Ofertados,lrm_auction_tenor — Plazos Estandarizados: 182 — Plazos Residuales: 235 — Montos Ofertados,event,Subastas 2013|irregular_daily|lrm_auction_tenor — Plazos Estandarizados: 182 — Plazos Residuales: 235 — Montos Ofertados,semantic_event,Subastas 2013,1,2013-02-01T00:00:00Z,2013-02-01T00:00:00Z,irregular_daily,UNRESOLVED_SOURCE_UNITS,apparently_valid_preliminary,eligible_native_grain,native_grain_required;unit_semantics_unresolved;provenance_review_incomplete;formal_research_review_incomplete
lrm_auctions:subastas_2013:14138c10e9fbb81c37d68ae7,lrm_auctions,Plazos Estandarizados: 35 — Plazos Residuales: 32 — Máxima,lrm_auction_tenor — Plazos Estandarizados: 35 — Plazos Residuales: 32 — Máxima,event,Subastas 2013|irregular_daily|lrm_auction_tenor — Plazos Estandarizados: 35 — Plazos Residuales: 32 — Máxima — column_13,semantic_event,Subastas 2013,1,2013-05-16T00:00:00Z,2013-05-16T00:00:00Z,irregular_daily,UNRESOLVED_SOURCE_UNITS,apparently_valid_preliminary,eligible_native_grain,native_grain_required;unit_semantics_unresolved;provenance_review_incomplete;formal_research_review_incomplete
lrm_auctions:subastas_2013:1495e5098bcc3893f5020859,lrm_auctions,Plazos Estandarizados: 182 — Plazos Residuales: 144 — Mínima,lrm_auction_tenor — Plazos Estandarizados: 182 — Plazos Residuales: 144 — Mínima,event,Subastas 2013|irregular_daily|lrm_auction_tenor — Plazos Estandarizados: 182 — Plazos Residuales: 144 — Mínima — column_12,semantic_event,Subastas 2013,1,2013-02-01T00:00:00Z,2013-02-01T00:00:00Z,irregular_daily,UNRESOLVED_SOURCE_UNITS,apparently_valid_preliminary,eligible_native_grain,native_grain_required;unit_semantics_unresolved;provenance_review_incomplete;formal_research_review_incomplete
lrm_auctions:subastas_2013:14a1e612420d1dbb2b144aed,lrm_auctions,Plazos Estandarizados: 182 — Plazos Residuales: 210 — Mínima,lrm_auction_tenor — Plazos Estandarizados: 182 — Plazos Residuales: 210 — Mínima,event,Subastas 2013|irregular_daily|lrm_auction_tenor — Plazos Estandarizados: 182 — Plazos Residuales: 210 — Mínima — column_15,semantic_event,Subastas 2013,1,2013-05-30T00:00:00Z,2013-05-30T00:00:00Z,irregular_daily,UNRESOLVED_SOURCE_UNITS,apparently_valid_preliminary,eligible_native_grain,native_grain_required;unit_semantics_unresolved;provenance_review_incomplete;formal_research_review_incomplete
lrm_auctions:subastas_2013:1564dd501ca76f66e723e0c0,lrm_auctions,Plazos Estandarizados: 182 — Plazos Residuales: 151 — Máxima,lrm_auction_tenor — Plazos Estandarizados: 182 — Plazos Residuales: 151 — Máxima,event,Subastas 2013|irregular_daily|lrm_auction_tenor — Plazos Estandarizados: 182 — Plazos Residuales: 151 — Máxima — column_16,semantic_event,Subastas 2013,1,2013-01-25T00:00:00Z,2013-01-25T00:00:00Z,irregular_daily,UNRESOLVED_SOURCE_UNITS,apparently_valid_preliminary,eligible_native_grain,native_grain_required;unit_semantics_unresolved;provenance_review_incomplete;formal_research_review_incomplete
lrm_auctions:subastas_2013:15815d54fefc6524fc44f559,lrm_auctions,Plazos Estandarizados: 546 — Plazos Residuales: 637 — Montos Anunciados,lrm_auction_tenor — Plazos Estandarizados: 546 — Plazos Residuales: 637 — Montos Anunciados,event,Subastas 2013|irregular_daily|lrm_auction_tenor — Plazos Estandarizados: 546 — Plazos Residuales: 637 — Montos Anunciados,semantic_event,Subastas 2013,1,2013-09-26T00:00:00Z,2013-09-26T00:00:00Z,irregular_daily,UNRESOLVED_SOURCE_UNITS,apparently_valid_preliminary,eligible_native_grain,native_grain_required;unit_semantics_unresolved;provenance_review_incomplete;formal_research_review_incomplete
lrm_auctions:subastas_2013:15f7c61f9b25ba596781755b,lrm_auctions,Plazos Estandarizados: 182 — Plazos Residuales: 269 — Montos Ofertados,lrm_auction_tenor — Plazos Estandarizados: 182 — Plazos Residuales: 269 — Montos Ofertados,event,Subastas 2013|irregular_daily|lrm_auction_tenor — Plazos Estandarizados: 182 — Plazos Residuales: 269 — Montos Ofertados,semantic_event,Subastas 2013,1,2013-07-01T00:00:00Z,2013-07-01T00:00:00Z,irregular_daily,UNRESOLVED_SOURCE_UNITS,apparently_valid_preliminary,eligible_native_grain,native_grain_required;unit_semantics_unresolved;provenance_review_incomplete;formal_research_review_incomplete
