vintage_id,source_id,source_sheet,table_title,parser_mode,parse_status,hierarchy_status,raw_nonempty_cells,parsed_observations,series_count,first_period,last_period,unit_summary,coverage_note
economic_annex:25818cb75022083e13cab48e,economic_annex,CUADRO 56a,Cuadro Nº 56a — Reservas Internacionales Netas 1/ — En millones de dólares.,vertical_date,documented_series,unresolved,4062,3562,18,1990-12-31,2026-08-07,USD,"Periods, labels, units and values extracted under a documented orientation contract."
economic_annex:25818cb75022083e13cab48e,economic_annex,CUADRO 56b,Cuadro Nº 56b — Reservas Internacionales Netas — En millones de dólares.,vertical_date,documented_series,unresolved,1368,1060,5,2009-01-01,2026-08-07,USD,"Periods, labels, units and values extracted under a documented orientation contract."
economic_annex:25818cb75022083e13cab48e,economic_annex,CUADRO 57a,Cuadro Nº 57a — Retornos interanuales de Reservas Internacionales,horizontal_year_month,documented_series,unresolved,33,12,1,2021-01-31,2021-12-31,source_units,"Periods, labels, units and values extracted under a documented orientation contract."
economic_annex:25818cb75022083e13cab48e,economic_annex,CUADRO 57b,Cuadro Nº 57b — Intereses cobrados por colocaciones de las reservas internacionales netas. — En miles de dólares.,horizontal_year_month,documented_series,unresolved,430,348,1,1991-01-31,2020-12-31,USD,"Periods, labels, units and values extracted under a documented orientation contract."
economic_annex:25818cb75022083e13cab48e,economic_annex,CUADRO 58,Cuadro N° 58 — Remesas Familiares — Ingreso de divisas. — En miles de dólares.,vertical_block,documented_series,unresolved,3869,3600,30,2008-01-31,2026-12-31,EUR|USD,"Periods, labels, units and values extracted under a documented orientation contract."
economic_annex:25818cb75022083e13cab48e,economic_annex,CUADRO 59,CUADRO N° 59 — Deuda pública externa (*) — En miles de dólares.,vertical_block,documented_series,unresolved,2092,1655,7,1994-01-31,2026-12-31,USD,"Periods, labels, units and values extracted under a documented orientation contract."
economic_annex:25818cb75022083e13cab48e,economic_annex,CUADRO 6,Cuadro Nº 6 — Producto interno bruto trimestral (incluye binacionales) — Por sectores económicos. — En millones de guaraníes constantes de 2014.,vertical_block,documented_series,unresolved,1342,1161,9,1994-03-31,2026-03-31,PYG,"Periods, labels, units and values extracted under a documented orientation contract."
economic_annex:25818cb75022083e13cab48e,economic_annex,CUADRO 6 (Cont.),Cuadro Nº 6 (Continuación) — Producto interno bruto trimestral (Incluye binacionales) — Por sectores económicos. — Variación interanual constantes (%),vertical_block,documented_series,unresolved,1301,1125,9,1995-03-31,2026-03-31,percent,"Periods, labels, units and values extracted under a documented orientation contract."
economic_annex:25818cb75022083e13cab48e,economic_annex,CUADRO 60a,Cuadro Nº 60a — Tipo de cambio nominal del guaraní,vertical_date,documented_series,unresolved,1854,1420,4,1997-01-01,2026-07-01,PYG_per_USD,"Periods, labels, units and values extracted under a documented orientation contract."
economic_annex:25818cb75022083e13cab48e,economic_annex,CUADRO 60b,Cuadro Nº 60b — Tipo de cambio real Multilateral - Indice de precios externos — (enero 1995 = 100),vertical_date,documented_series,unresolved,2800,2268,6,1995-01-01,2026-06-01,index,"Periods, labels, units and values extracted under a documented orientation contract."
economic_annex:25818cb75022083e13cab48e,economic_annex,CUADRO 60c,Cuadro Nº 60c — Tipo de cambio real bilateral — (enero 1995 = 100),vertical_date,documented_series,unresolved,2418,1890,5,1995-01-01,2026-06-01,PYG_per_USD,"Periods, labels, units and values extracted under a documented orientation contract."
economic_annex:25818cb75022083e13cab48e,economic_annex,CUADRO 61,Cuadro Nº 61 — Compra / Venta de divisas en el mercado cambiario local. — En miles de dólares. — Compra — Bancos comerciales — Casas de cambio,fx_market_turnover,documented_series,unresolved,29119,26306,182,1994-12-31,2026-07-31,USD,"Periods, labels, units and values extracted under a documented orientation contract."
economic_annex:25818cb75022083e13cab48e,economic_annex,CUADRO 6a,Cuadro Nº 6 a — Producto interno bruto trimestral (incluye binacionales) — Por sectores económicos. — En millones de guaraníes corrientes,vertical_block,documented_series,unresolved,1342,1161,9,1994-03-31,2026-03-31,PYG,"Periods, labels, units and values extracted under a documented orientation contract."
economic_annex:25818cb75022083e13cab48e,economic_annex,CUADRO 6a (Cont.),Cuadro Nº 6a (Continuación) — Producto interno bruto trimestral (Incluye binacionales) — Por sectores económicos. — Variación interanual corrientes (%),vertical_block,documented_series,unresolved,1301,1125,9,1995-03-31,2026-03-31,percent,"Periods, labels, units and values extracted under a documented orientation contract."
economic_annex:25818cb75022083e13cab48e,economic_annex,CUADRO 7,Cuadro Nº 7 — Producto interno bruto trimestral (Incluye binacionales) — Por tipo de gasto. — En millones de guaraníes constantes de 2014.,vertical_block,documented_series,unresolved,1081,903,7,1994-03-31,2026-03-31,PYG,"Periods, labels, units and values extracted under a documented orientation contract."
economic_annex:25818cb75022083e13cab48e,economic_annex,CUADRO 7 (Cont.),Cuadro Nº 7 (Continuación) — Producto interno bruto trimestral (Incluye binacionales) — Por tipo de gasto. — Variación interanual constantes (%),vertical_block,documented_series,unresolved,1048,875,7,1995-03-31,2026-03-31,percent,"Periods, labels, units and values extracted under a documented orientation contract."
economic_annex:25818cb75022083e13cab48e,economic_annex,CUADRO 7a,Cuadro Nº 7a — Producto interno bruto trimestral (Incluye binacionales) — Por tipo de gasto. — En millones de guaraníes corrientes.,vertical_block,documented_series,unresolved,1081,903,7,1994-03-31,2026-03-31,PYG,"Periods, labels, units and values extracted under a documented orientation contract."
economic_annex:25818cb75022083e13cab48e,economic_annex,CUADRO 7a (Cont.),Cuadro Nº 7a (Continuación) — Producto interno bruto trimestral (Incluye binacionales) — Por tipo de gasto. — Variación interanual corrientes (%),vertical_block,documented_series,unresolved,1048,875,7,1995-03-31,2026-03-31,percent,"Periods, labels, units and values extracted under a documented orientation contract."
economic_annex:25818cb75022083e13cab48e,economic_annex,CUADRO 8,Cuadro Nº 8,vertical_year,documented_series,unresolved,712,616,8,1950-12-31,2026-12-31,PYG|USD,"Periods, labels, units and values extracted under a documented orientation contract."
economic_annex:25818cb75022083e13cab48e,economic_annex,CUADRO 9,Indicador Mensual de la Actividad Económica del Paraguay (IMAEP). — Índice base 2014 = 100.,vertical_date,documented_series,unresolved,1327,780,2,1994-01-01,2026-06-01,index,"Periods, labels, units and values extracted under a documented orientation contract."
economic_annex:25818cb75022083e13cab48e,economic_annex,CUADRO 9 a,INDICADOR MENSUAL DE LA ACTIVIDAD ECONÓMICA DEL PARAGUAY (IMAEP) — Índice base 2014 = 100.,vertical_date,documented_series,unresolved,2937,2700,18,2014-01-01,2026-06-01,index,"Periods, labels, units and values extracted under a documented orientation contract."
economic_annex:25818cb75022083e13cab48e,economic_annex,Cuadro 21 a,Cuadro Nº 21 a — Agregados Monetarios -Serie Histórica 1/ — En millones de guaranies,vertical_date,documented_series,unresolved,4379,3568,5,1960-01-01,2026-06-30,PYG,"Periods, labels, units and values extracted under a documented orientation contract."
economic_annex:25818cb75022083e13cab48e,economic_annex,Cuadro 43,Cuadro Nº 43 — Balanza de Bienes — En miles de dólares FOB.,vertical_date,documented_series,unresolved,3603,3128,8,1994-01-01,2026-07-01,USD,"Periods, labels, units and values extracted under a documented orientation contract."
economic_annex:25818cb75022083e13cab48e,economic_annex,Cuadro 44a,Cuadro Nº 44a — Exportaciones por principales productos. — En miles de dólares FOB.,vertical_date,documented_series,unresolved,7176,6647,17,1994-01-01,2026-07-01,USD,"Periods, labels, units and values extracted under a documented orientation contract."
economic_annex:25818cb75022083e13cab48e,economic_annex,Cuadro 44b,Cuadro Nº 44b — Exportaciones por principales productos. — En cantidades.,vertical_date,documented_series,unresolved,7178,6647,17,1994-01-01,2026-07-01,kWh|tonnes,"Periods, labels, units and values extracted under a documented orientation contract."
economic_annex:25818cb75022083e13cab48e,economic_annex,Cuadro 45,Cuadro Nº 45 — Exportaciones registradas. — En miles de dólares FOB.,vertical_date,documented_series,unresolved,5594,5083,13,1994-01-01,2026-07-01,EUR|USD,"Periods, labels, units and values extracted under a documented orientation contract."
economic_annex:25818cb75022083e13cab48e,economic_annex,Cuadro 46a,Cuadro Nº 46a — Exportaciones por niveles de procesamiento. — En miles de dólares FOB.,horizontal_date,documented_series,unresolved,59488,57868,148,1994-01-01,2026-07-01,USD,"Periods, labels, units and values extracted under a documented orientation contract."
economic_annex:25818cb75022083e13cab48e,economic_annex,Cuadro 46b,Cuadro Nº 46b — Exportaciones por niveles de procesamiento. — En toneladas y 1000 Kwh.,horizontal_date,documented_series,unresolved,59488,57868,148,1994-01-01,2026-07-01,mixed_physical_units,"Periods, labels, units and values extracted under a documented orientation contract."
economic_annex:25818cb75022083e13cab48e,economic_annex,Cuadro 47,Cuadro Nº 47 — Exportaciones por principales productos. — En miles de dólares FOB.,vertical_date,documented_series,unresolved,5519,5094,18,2003-01-01,2026-07-01,USD,"Periods, labels, units and values extracted under a documented orientation contract."
economic_annex:25818cb75022083e13cab48e,economic_annex,Cuadro 48,Cuadro Nº 48 — Exportaciones por regímenes aduaneros — En miles de dólares FOB.,vertical_date,documented_series,unresolved,2053,1697,6,2003-01-01,2026-07-01,USD,"Periods, labels, units and values extracted under a documented orientation contract."
economic_annex:25818cb75022083e13cab48e,economic_annex,Cuadro 49,Cuadro Nº 49 — Precios Internacionales,vertical_date,documented_series,unresolved,5770,5236,13,1994-01-01,2028-12-01,USD_per_barrel|USD_per_tonne,"Periods, labels, units and values extracted under a documented orientation contract."
economic_annex:25818cb75022083e13cab48e,economic_annex,Cuadro 50,Cuadro Nº 50 — Importaciones registradas. — En miles de dólares FOB.,vertical_date,documented_series,unresolved,5600,5083,13,1994-01-01,2026-07-01,EUR|USD,"Periods, labels, units and values extracted under a documented orientation contract."
economic_annex:25818cb75022083e13cab48e,economic_annex,Cuadro 51a,Cuadro Nº 51 a — Importaciones por tipo de bienes. — En miles de dólares FOB,horizontal_date,documented_series,unresolved,25980,25024,64,1994-01-01,2026-07-01,USD,"Periods, labels, units and values extracted under a documented orientation contract."
economic_annex:25818cb75022083e13cab48e,economic_annex,Cuadro 51b,Cuadro Nº 51 b — En toneladas.,horizontal_date,documented_series,unresolved,25979,25024,64,1994-01-01,2026-07-01,tonnes,"Periods, labels, units and values extracted under a documented orientation contract."
economic_annex:25818cb75022083e13cab48e,economic_annex,Cuadro 52a,Cuadro Nº 52 a — Importaciones para uso interno y bajo el Régimen de Turismo. — En miles de dólares FOB.,horizontal_date,documented_series,unresolved,49504,47424,192,2006-01-01,2026-07-01,USD,"Periods, labels, units and values extracted under a documented orientation contract."
economic_annex:25818cb75022083e13cab48e,economic_annex,Cuadro 52b,Cuadro Nº 52 b — Importaciones para uso interno y bajo el Régimen de Turismo. — En toneladas,horizontal_date,documented_series,unresolved,49504,47424,192,2006-01-01,2026-07-01,tonnes,"Periods, labels, units and values extracted under a documented orientation contract."
economic_annex:25818cb75022083e13cab48e,economic_annex,Cuadro 53a,Cuadro Nº 53 a — Importaciones por niveles de procesamiento. — En miles de dólares FOB.,horizontal_date,documented_series,unresolved,59889,58259,149,1994-01-01,2026-07-01,USD,"Periods, labels, units and values extracted under a documented orientation contract."
economic_annex:25818cb75022083e13cab48e,economic_annex,Cuadro 53b,Cuadro Nº 53 b — Importaciones por niveles de procesamiento. — En toneladas,horizontal_date,documented_series,unresolved,59889,58259,149,1994-01-01,2026-07-01,tonnes,"Periods, labels, units and values extracted under a documented orientation contract."
economic_annex:25818cb75022083e13cab48e,economic_annex,Cuadro 54,Cuadro Nº 54 — Importaciones por regímenes aduaneros — En miles de dólares FOB.,vertical_date,documented_series,unresolved,3213,2830,10,2003-01-01,2026-07-01,USD,"Periods, labels, units and values extracted under a documented orientation contract."
economic_annex:25818cb75022083e13cab48e,economic_annex,Índice,"Índice de Contenidos — Indicadores de actividad económica (PIB anual, PIB trimestral e IMAEP) — Variables monetarias y financieras (Tasas de interés, bolsa de valores, indicadores financieros) — Cuadro Nº 1: PIB a precios de comprador. Por sectores económicos. En miles de guaraníes constantes de 2014 — Cuadro Nº 29: Panorama Monetario - Pasivos — Cuadro Nº 2: PIB a precios de comprador. Por sectores económicos. En miles de guaraníes corrientes",index_only,index_only,not_applicable,100,0,0,NA,NA,NA,"Workbook table of contents; retained as raw cells, not duplicated as observations."
exchange_houses:93e85a8013fb6cf2b842f72e,exchange_houses,1. EEFF,Reporte — Importe en Gs — Sistema,exchange_balance_sheet,documented_series,unresolved,4946,4712,434,2016-07-31,2026-07-31,PYG,"Periods, labels, units and values extracted under a documented orientation contract."
exchange_houses:93e85a8013fb6cf2b842f72e,exchange_houses,1.1 BG,NA,linked_display_only,linked_display_only,not_applicable,0,0,0,NA,NA,NA,Presentation or linked display worksheet; authoritative observations come from the three source panels.
exchange_houses:93e85a8013fb6cf2b842f72e,exchange_houses,1.2 EERR,NA,linked_display_only,linked_display_only,not_applicable,0,0,0,NA,NA,NA,Presentation or linked display worksheet; authoritative observations come from the three source panels.
exchange_houses:93e85a8013fb6cf2b842f72e,exchange_houses,2. Ratios,Sistema,exchange_ratio,documented_series,unresolved,278,240,240,2026-06-30,2026-06-30,proportion|ratio,"Periods, labels, units and values extracted under a documented orientation contract."
exchange_houses:93e85a8013fb6cf2b842f72e,exchange_houses,2.1 Ratios,NA,linked_display_only,linked_display_only,not_applicable,0,0,0,NA,NA,NA,Presentation or linked display worksheet; authoritative observations come from the three source panels.
exchange_houses:93e85a8013fb6cf2b842f72e,exchange_houses,3. Dep y Person,Sistema,exchange_operations,documented_series,unresolved,131,96,96,2026-06-30,2026-06-30,count,"Periods, labels, units and values extracted under a documented orientation contract."
exchange_houses:93e85a8013fb6cf2b842f72e,exchange_houses,3.1 Dep y P.,NA,linked_display_only,linked_display_only,not_applicable,0,0,0,NA,NA,NA,Presentation or linked display worksheet; authoritative observations come from the three source panels.
exchange_houses:93e85a8013fb6cf2b842f72e,exchange_houses,Notas al Boletín,Banco Central del Paraguay — Superintendencia de Bancos — Gerencia de Análisis y Regulación — Descripción — Observación — Entidades,presentation_only,presentation_only,not_applicable,51,0,0,NA,NA,NA,Presentation or linked display worksheet; authoritative observations come from the three source panels.
exchange_houses:93e85a8013fb6cf2b842f72e,exchange_houses,Portada,NA,presentation_only,presentation_only,not_applicable,4,0,0,NA,NA,NA,Presentation or linked display worksheet; authoritative observations come from the three source panels.
exchange_houses:93e85a8013fb6cf2b842f72e,exchange_houses,Tablas ref.,Banco Central del Paraguay — Superintendencia de Bancos — Gerencia de Análisis y Regulación — Tablas de referencias — Index Cuentas Balance Gral. — Index Cuentas EERR,reference_dimension,reference_dimension,not_applicable,754,0,0,NA,NA,NA,"Verified exchange-house entity, currency and statement references loaded into dimensions."
exchange_rates:a822c1e0cb97438c1bde2836,exchange_rates,Cotizaciones Diarias,Julio/2026,daily_exchange_rates,documented_series,flat,1115,644,28,2026-07-01,2026-07-31,PYG_per_ARS|PYG_per_AUD|PYG_per_BOB|PYG_per_BRL|PYG_per_CAD|PYG_per_CHF|PYG_per_CLP|PYG_per_DKK|PYG_per_EUR|PYG_per_GBP|PYG_per_JPY|PYG_per_SEK|PYG_per_USD|PYG_per_UYU,"Periods, labels, units and values extracted under a documented orientation contract."
exchange_rates:a822c1e0cb97438c1bde2836,exchange_rates,EURO Fin Mes,Estudios Económicos — COTIZACIÓN DEL EURO EN EL MERCADO FLUCTUANTE — Fin de Período,exchange_rate_monthly,documented_series,flat,788,590,2,2002-01-31,2026-07-31,PYG_per_EUR,"Periods, labels, units and values extracted under a documented orientation contract."
exchange_rates:a822c1e0cb97438c1bde2836,exchange_rates,EURO Prom,Estudios Económicos — COTIZACIÓN DEL EURO EN EL MERCADO FLUCTUANTE — Promedio mensual,exchange_rate_monthly,documented_series,flat,788,590,14,2002-01-31,2025-12-31,PYG_per_EUR,"Periods, labels, units and values extracted under a documented orientation contract."
exchange_rates:a822c1e0cb97438c1bde2836,exchange_rates,PESO Fin Mes,Estudios Económicos — COTIZACIÓN DEL PESO EN EL MERCADO FLUCTUANTE — Fin de Periodo,exchange_rate_monthly,documented_series,flat,1033,782,2,1994-01-31,2026-07-31,PYG_per_ARS,"Periods, labels, units and values extracted under a documented orientation contract."
exchange_rates:a822c1e0cb97438c1bde2836,exchange_rates,REAL Fin Mes,Estudios Económicos — COTIZACIÓN DEL REAL EN EL MERCADO FLUCTUANTE — Fin de Periodo,exchange_rate_monthly,documented_series,flat,1035,782,2,1994-01-31,2026-07-31,PYG_per_BRL,"Periods, labels, units and values extracted under a documented orientation contract."
exchange_rates:a822c1e0cb97438c1bde2836,exchange_rates,USD Fin Mes,Estudios Económicos — COMPRA — COTIZACIONES DEL DOLAR EN EL MERCADO FLUCTUANTE — Fin de Período,exchange_rate_annual,documented_series,flat,1859,50,2,1945-12-31,1969-12-31,PYG_per_USD,"Periods, labels, units and values extracted under a documented orientation contract."
exchange_rates:a822c1e0cb97438c1bde2836,exchange_rates,USD Prom,Estudios Económicos — COTIZACION DEL DOLAR AMERICANO — Promedio Mensual,exchange_rate_monthly,documented_series,flat,1191,902,2,1989-01-31,2026-07-31,PYG_per_USD,"Periods, labels, units and values extracted under a documented orientation contract."
financial_indicators:f9ded3c4fe24e11b14caa1df,financial_indicators,1.1,Cuadro Nº 1.1 — Tasas de interés nominales - Bancos — Promedio mensuales en porcentajes anuales Ponderación sobre saldos,horizontal_date,documented_series,unresolved,7361,5889,37,2011-01-31,2026-06-30,percent,"Periods, labels, units and values extracted under a documented orientation contract."
financial_indicators:f9ded3c4fe24e11b14caa1df,financial_indicators,1.2,Cuadro Nº 1.2 — Tasas de interés efectivas - Bancos — Promedio mensuales en porcentajes anuales Ponderación sobre saldos,horizontal_date,documented_series,unresolved,7361,5888,37,2011-01-31,2026-06-30,percent,"Periods, labels, units and values extracted under a documented orientation contract."
financial_indicators:f9ded3c4fe24e11b14caa1df,financial_indicators,2.1,Cuadro Nº 2.1 — Tasas de interés nominales desglosadas por plazos - Bancos — Promedio mensuales en porcentajes anuales,horizontal_date,documented_series,unresolved,11157,8350,58,2011-01-31,2026-06-30,percent,"Periods, labels, units and values extracted under a documented orientation contract."
financial_indicators:f9ded3c4fe24e11b14caa1df,financial_indicators,2.2,Cuadro Nº 2.2 — Tasas de interés efectivas desglosadas por plazos - Bancos — Promedio mensuales en porcentajes anuales,horizontal_date,documented_series,unresolved,11157,8348,58,2011-01-31,2026-06-30,percent,"Periods, labels, units and values extracted under a documented orientation contract."
financial_indicators:f9ded3c4fe24e11b14caa1df,financial_indicators,3.1,Cuadro Nº 3.1 — Tasas de interés nominales - Bancos — porcentajes anuales,horizontal_date,documented_series,unresolved,55010,41735,290,2011-01-31,2026-06-30,percent,"Periods, labels, units and values extracted under a documented orientation contract."
financial_indicators:f9ded3c4fe24e11b14caa1df,financial_indicators,3.2,Cuadro Nº 3.2 — Tasas de interés efectivas - Bancos — porcentajes anuales,horizontal_date,documented_series,unresolved,55010,41740,290,2011-01-31,2026-06-30,percent,"Periods, labels, units and values extracted under a documented orientation contract."
financial_indicators:f9ded3c4fe24e11b14caa1df,financial_indicators,4,Cuadro Nº 4 — Saldos desglosados por plazo y cartera - Bancos,horizontal_date,documented_series,unresolved,18050,17484,94,2011-01-31,2026-06-30,PYG|source_units,"Periods, labels, units and values extracted under a documented orientation contract."
financial_indicators:f9ded3c4fe24e11b14caa1df,financial_indicators,5,Cuadro Nº 5 — Tasas de interés efectivas - Financieras — Promedio mensuales en porcentajes anuales - Ponderación sobre saldos,horizontal_date,documented_series,unresolved,6987,4427,28,2011-01-31,2026-06-30,percent,"Periods, labels, units and values extracted under a documented orientation contract."
financial_indicators:f9ded3c4fe24e11b14caa1df,financial_indicators,6,Cuadro Nº 6 — Tasas de interés efectivas desglosadas por plazos - Financieras — Promedios mensuales en porcentajes anuales,horizontal_date,documented_series,unresolved,9456,5009,49,2011-01-31,2026-06-30,percent,"Periods, labels, units and values extracted under a documented orientation contract."
financial_indicators:f9ded3c4fe24e11b14caa1df,financial_indicators,7,Cuadro Nº 7 — Saldos desglosados por plazo y cartera - Financieras,horizontal_date,documented_series,unresolved,17991,17425,94,2011-01-31,2026-06-30,PYG|source_units,"Periods, labels, units and values extracted under a documented orientation contract."
financial_indicators:f9ded3c4fe24e11b14caa1df,financial_indicators,8,NA,horizontal_date,documented_series,unresolved,1992,1743,15,2016-01-01,2026-06-01,count|days|source_units|USD,"Periods, labels, units and values extracted under a documented orientation contract."
financial_indicators:f9ded3c4fe24e11b14caa1df,financial_indicators,Índice,INDICADORES FINANCIEROS — Al mes de junio de 2026 — Cuadro 1.1 — Tasas de interés nominales - Bancos — Cuadro 1.2 — Tasas de interés efectivas - Bancos,metadata_only,unparsed,not_applicable,24,0,0,NA,NA,NA,No statistical observations claimed for this worksheet.
insurance_annex:7cb2b1d2ffa3badb8113e890,insurance_annex,1.1,Primas Directas (Guaraníes),insurance_fiscal_year,documented_series,unresolved,531,476,28,2009-06-30,2025-06-30,PYG,"Periods, labels, units and values extracted under a documented orientation contract."
insurance_annex:7cb2b1d2ffa3badb8113e890,insurance_annex,1.10,"Gastos de liquidación de siniestros — Gastos de Salvataje y Recupero — Total Gastos de liquidación de siniestros, salvataje y recupero",insurance_fiscal_year,documented_series,unresolved,1083,986,58,2009-06-30,2025-06-30,PYG,"Periods, labels, units and values extracted under a documented orientation contract."
insurance_annex:7cb2b1d2ffa3badb8113e890,insurance_annex,1.11,Participación Recupero reaseguros cedidos local - Proporcional — Participación Recupero reaseguros cedidos local - No Proporcional — Total Participación Recupero reaseguros cedidos local,insurance_fiscal_year,documented_series,unresolved,1447,1326,78,2009-06-30,2025-06-30,PYG,"Periods, labels, units and values extracted under a documented orientation contract."
insurance_annex:7cb2b1d2ffa3badb8113e890,insurance_annex,1.12,Participación Recupero reaseguros cedidos exterior - Proporcional — Participación Recupero reaseguros cedidos exterior - No Proporcional — Total Participación Recupero reaseguros cedidos exterior,insurance_fiscal_year,documented_series,unresolved,1437,1326,78,2009-06-30,2025-06-30,PYG,"Periods, labels, units and values extracted under a documented orientation contract."
insurance_annex:7cb2b1d2ffa3badb8113e890,insurance_annex,1.13,Siniestros Reaseguros Aceptados Local (contratos proporcionales) (Guaraníes) — Siniestros Reaseguros Aceptados Local (contratos no proporcionales) (Guaraníes) — Total Siniestros Reaseguros Aceptados Local (Guaraníes),insurance_fiscal_year,documented_series,unresolved,1439,1326,78,2009-06-30,2025-06-30,PYG,"Periods, labels, units and values extracted under a documented orientation contract."
insurance_annex:7cb2b1d2ffa3badb8113e890,insurance_annex,1.14,Siniestros Reaseguros Aceptados exterior (contratos proporcionales) (Guaraníes) — Siniestros Reaseguros Aceptados exterior (contratos no proporcionales) — Total Siniestros Reaseguros Aceptados exterior,insurance_fiscal_year,documented_series,unresolved,1446,1326,78,2009-06-30,2025-06-30,PYG,"Periods, labels, units and values extracted under a documented orientation contract."
insurance_annex:7cb2b1d2ffa3badb8113e890,insurance_annex,1.15,Constitución de Provisiones Técnicas de Siniestros (Guaraníes),insurance_fiscal_year,documented_series,unresolved,403,357,21,2009-06-30,2025-06-30,PYG,"Periods, labels, units and values extracted under a documented orientation contract."
insurance_annex:7cb2b1d2ffa3badb8113e890,insurance_annex,1.16,Recupero de Siniestros Directos (Guaraníes),insurance_fiscal_year,documented_series,unresolved,347,306,18,2009-06-30,2025-06-30,PYG,"Periods, labels, units and values extracted under a documented orientation contract."
insurance_annex:7cb2b1d2ffa3badb8113e890,insurance_annex,1.17,Siniestros Recuperados Reaseguros cedidos (contratos proporcionales) (Guaraníes) - Local — Siniestros Recuperados Reaseguros cedidos (contratos no proporcionales) (Guaraníes) - Local — Total Siniestros recuperados Reaseguros cedidos Local (Guaraníes),insurance_fiscal_year,documented_series,unresolved,1436,1326,78,2009-06-30,2025-06-30,PYG,"Periods, labels, units and values extracted under a documented orientation contract."
insurance_annex:7cb2b1d2ffa3badb8113e890,insurance_annex,1.18,Siniestros Recuperados Reaseguros cedidos exterior (contratos proporcionales) (Guaraníes) — Siniestros Recuperados Reaseguros cedidos exterior (contratos no proporcionales) (Guaraníes) — Total Siniestros recuperados Reaseguros cedidos exterior (Guaraníes),insurance_fiscal_year,documented_series,unresolved,1438,1326,78,2009-06-30,2025-06-30,PYG,"Periods, labels, units and values extracted under a documented orientation contract."
insurance_annex:7cb2b1d2ffa3badb8113e890,insurance_annex,1.19,Participación Recupero Reaseguros Aceptados - Proporcionales (Guaraníes) - Local — Participación recupero reaseguros aceptados (contratos no proporcionales) (Guaraníes) - Local — Total Participación Recupero reaseguros aceptados - Local (Guaraníes),insurance_fiscal_year,documented_series,unresolved,1447,1326,78,2009-06-30,2025-06-30,PYG,"Periods, labels, units and values extracted under a documented orientation contract."
insurance_annex:7cb2b1d2ffa3badb8113e890,insurance_annex,1.2,Primas Reaseguros Aceptados (Local) Contratos Proporcionales (Guaraníes) — Primas Reaseguros Aceptados (Local) Contratos no Proporcionales (Guaraníes) — Total Primas Reaseguros Aceptados (Local) (Guaraníes),insurance_fiscal_year,documented_series,unresolved,1501,1377,81,2009-06-30,2025-06-30,PYG,"Periods, labels, units and values extracted under a documented orientation contract."
insurance_annex:7cb2b1d2ffa3badb8113e890,insurance_annex,1.20,Participación Recupero Reaseguros Aceptados - Proporcionales (Guaraníes) - Exterior — Participación recupero reaseguros aceptados (contratos no proporcionales) (Guaraníes) - exterior — Total Participación recuperos reaseguros aceptados exterior,insurance_fiscal_year,documented_series,unresolved,1447,1326,78,2009-06-30,2025-06-30,PYG,"Periods, labels, units and values extracted under a documented orientation contract."
insurance_annex:7cb2b1d2ffa3badb8113e890,insurance_annex,1.21,Desafectación de Provisiones Técnicas de Siniestros (Guaraníes),insurance_fiscal_year,documented_series,unresolved,403,357,21,2009-06-30,2025-06-30,PYG,"Periods, labels, units and values extracted under a documented orientation contract."
insurance_annex:7cb2b1d2ffa3badb8113e890,insurance_annex,1.22,Reintegro Gastos de Revisión y examen de asegurabilidad (Guaraníes) — Intereses por Financiamiento de Primas (Guaraníes) — Reintegro Comisiones sobre primas (Guaraníes) — Total Reintegro Gastos de Producción (Guaraníes),insurance_fiscal_year,documented_series,unresolved,1646,1513,89,2009-06-30,2025-06-30,PYG,"Periods, labels, units and values extracted under a documented orientation contract."
insurance_annex:7cb2b1d2ffa3badb8113e890,insurance_annex,1.23,Comisión reaseguros cedidos - contratos proporcionales (Guaraníes) — Participación utilidades reaseguros cedidos - contratos proporcionales (Guaraníes) — Participación utilidades reaseguros cedidos - contratos no proporcionales (Guaraníes) — Total otros ingresos reaseguros cedidos - local (Guaraníes),insurance_fiscal_year,documented_series,unresolved,1759,1615,95,2009-06-30,2025-06-30,PYG,"Periods, labels, units and values extracted under a documented orientation contract."
insurance_annex:7cb2b1d2ffa3badb8113e890,insurance_annex,1.24,Comisión reaseguros cedidos - contratos proporcionales (Guaraníes) - exterior — Participación utilidades reaseguros cedidos - contratos proporcionales (Guaraníes) - exterior — Participación utilidades reaseguros cedidos - contratos no proporcionales (Guaraníes) - exterior — Total otros ingresos reaseguros cedidos - exterior (Guaraníes),insurance_fiscal_year,documented_series,unresolved,1752,1611,95,2009-06-30,2025-06-30,PYG,"Periods, labels, units and values extracted under a documented orientation contract."
insurance_annex:7cb2b1d2ffa3badb8113e890,insurance_annex,1.25,Intereses sobre reservas retenidas - contratos proporcionales (Guaraníes) — Intereses sobre reservas matematicas cedidas - contratos proporcionales (Guaraníes) — Total otros ingresos reaseguros aceptados - local,insurance_fiscal_year,documented_series,unresolved,1447,1326,78,2009-06-30,2025-06-30,PYG,"Periods, labels, units and values extracted under a documented orientation contract."
